skew_type	skew_bin	ccre_class	cell_line	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint	phyloP_mean	phyloP_var	phyloP_se	phyloP_lci	phyloP_uci	frac_conserved	frac_conserved_se	frac_conserved_lci	frac_conserved_uci
HepG2_skew	(-Inf,-1.5)	pELS	HCT116	1113	1113	308.501	336.662147	1113	2404.1760020916113	16933.939431224317	417	449	774	2.160086255248528	10.558194149197726	0.09739737220524343	1.9691874057262506	2.350985104770805	0.3746630727762803	0.01450874677085657	0.3462259291054014	0.4031002164471592
HepG2_skew	(-Inf,-1.5)	pELS	HepG2	1114	1114	305.725	331.613723	1112	2239.214003077009	15415.44925004236	401	428	777	2.013681657443353	9.816728249285225	0.09395740008074274	1.8295251532850973	2.197838161601609	0.3606115107913669	0.01439957936398954	0.33238833523794736	0.3888346863447864
HepG2_skew	(-Inf,-1.5)	pELS	K562	1430	1430	533.182	719.33924	1430	2699.636007981724	19764.82926065533	481	544	933	1.887857348238968	10.264731690284478	0.08472386941795083	1.7217985641797844	2.0539161322981516	0.33636363636363636	0.012494002491149847	0.31187539148098264	0.3608518812462901
HepG2_skew	(-Inf,-1.5)	pELS	MCF-7	931	931	262.674	285.527428	931	2375.524001506505	16820.512328600107	413	374	642	2.5515832454420035	11.568994717430929	0.11147384234329889	2.3330945144491375	2.7700719764348696	0.44360902255639095	0.01628228619977752	0.411695741604827	0.4755223035079549
HepG2_skew	(-Inf,-1.5)	pELS	SK-N-SH	788	788	188.201	145.587949	788	2390.5899988854076	16345.76195843439	400	312	551	3.0337436534078774	11.554415147923049	0.12109072378051569	2.7964058347980667	3.271081472017688	0.5076142131979695	0.017809697059095964	0.4727072069621414	0.5425212194337976
HepG2_skew	[-0.05,0.05)	Inactive cCRE	H1	67030757	66994452	16978088.148999963	22817664.780925084	66883376	2173768.904407934	136783533.3482982	2972594	4487226	5041403	0.032500884889661276	2.0440488228256917	1.7481815772743813e-4	0.0321582413005155	0.03284352847880705	0.0444444371348719	2.5198667999179576e-5	0.04439504774559351	0.04449382652415029
HepG2_skew	[-0.05,0.05)	Inactive cCRE	HCT116	66580280	66544709	16899286.608999975	22726388.81269308	66433579	2286686.526248201	137173303.37558177	2989148	4401597	4953958	0.034420643305220704	2.0636340579806034	1.7624731859723785e-4	0.03407519856077012	0.03476608804967129	0.04499453506787584	2.54324961661485e-5	0.04494468737539019	0.04504438276036149
HepG2_skew	[-0.05,0.05)	Inactive cCRE	HepG2	66831476	66795005	16926428.495999973	22731771.75539008	66683191	2270392.9633532455	137493963.89039075	2995506	4426397	5076761	0.03404745527779625	2.0607391876049714	1.757937084650905e-4	0.033702899609204674	0.03439201094638782	0.04492145554342173	2.5365198618356844e-5	0.04487173975412975	0.04497117133271371
HepG2_skew	[-0.05,0.05)	Inactive cCRE	K562	65450763	65414530	16628962.879999977	22436223.950890087	65303992	2286167.929317963	134712087.25242192	2941320	4121152	4796669	0.03500808846904739	2.061620596561966	0.00017767834776352632	0.03465983890743088	0.0353563380306639	0.04504043183148742	2.566397360578575e-5	0.04499013044322008	0.04509073321975476
HepG2_skew	[-0.05,0.05)	Inactive cCRE	MCF-7	66766232	66730062	16829260.72299996	22549968.686291073	66616354	2466045.4692123984	137166926.55618766	2992183	4378675	5052008	0.037018619620227164	2.0576875014006952	1.757515970241771e-4	0.036674146490059775	0.03736309275039455	0.044916643141412395	2.5376624572518157e-5	0.04486690495725026	0.04496638132557453
HepG2_skew	[-0.05,0.05)	Inactive cCRE	SK-N-SH	66314495	66278557	16715816.092999963	22463795.369907074	66165048	1941431.8768749528	133217516.6348869	2871840	4222303	4898661	0.02934225751449546	2.0125512892148145	1.7440509278462266e-4	0.029000423532637598	0.029684091496353322	0.04340418524293975	2.505046122476787e-5	0.043355086338939204	0.043453284146940295
HepG2_skew	[-0.05,0.05)	Other cCREs	H1	1793712	1793038	403276.025	426207.264609	1789936	41189.53172208751	5774566.687480475	115588	281051	475185	0.023011734342505825	3.2256025190405206	0.0013424146201056347	0.02038060168709878	0.02564286699791287	0.06457661056037758	1.837058490880611e-4	0.06421654709616498	0.06493667402459019
HepG2_skew	[-0.05,0.05)	Other cCREs	HCT116	1466548	1465692	309473.13300000003	323809.556173	1462578	-34797.741077250466	3431025.4731380777	66534	175273	355254	-0.02379205832253081	2.3453107516752114	0.0012663118734167157	-0.02627402959442757	-0.021310087050634047	0.04549090715161858	1.7230299059195522e-4	0.045153193290058354	0.04582862101317881
HepG2_skew	[-0.05,0.05)	Other cCREs	HepG2	1402081	1401614	313643.949	340647.712129	1399630	-44406.8330949161	3707324.439603725	67984	203067	337420	-0.03172755163501504	2.6477841767452364	0.0013754178931889784	-0.03442337070566544	-0.029031732564364643	0.04857283710694969	1.8170960624677712e-4	0.04821668627870601	0.048928987935193374
