skew_type	skew_bin	ccre_class	mut_class	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint	mutrate_mean	mutrate_var	mutrate_se	mutrate_lci	mutrate_uci
SKNSH_skew	(-Inf,-1.5)	Other cCREs	non-CpG transversion	5828	5828	396.253	45.549717	5775	-1420.4800005614525	10616.403195369232	113	196	875	0.06799124914207275	0.0031934066507132743	7.402311232115146e-4	0.06654039614057818	0.06944210214356732
SKNSH_skew	(-Inf,-1.5)	PLS	CpG transition	2103	2103	1709.598	2614.319244	2103	5660.628001165112	43685.84762559581	970	830	1336	0.8129329529243937	0.5825550397461285	0.016643660389707444	0.7803113785605671	0.8455545272882203
SKNSH_skew	(-Inf,-1.5)	PLS	non-CpG transition	1539	1539	213.036	36.187756	1534	5473.335000091932	36624.894176307134	860	601	971	0.13842495126705653	0.0043551743055080284	0.0016822225902314886	0.1351277949902028	0.14172210754391026
SKNSH_skew	(-Inf,-1.5)	PLS	non-CpG transversion	2539	2539	185.961	21.177857	2537	8272.028993583637	56996.886635303	1376	1025	1682	0.07324182749113825	0.002977830385311442	0.0010829754908899059	0.07111919552899404	0.07536445945328246
SKNSH_skew	(-Inf,-1.5)	dELS	CpG transition	18426	18426	38582.378	88504.62757	18407	-13832.974996192264	67135.10087046254	538	1912	6490	2.093909584283078	0.41881229261152864	0.004767538147016645	2.0845652095149254	2.1032539590512305
SKNSH_skew	(-Inf,-1.5)	dELS	non-CpG transition	17066	17066	2404.723	429.773083	17041	9456.629988869883	62586.53516949582	1803	1558	7588	0.140907242470409	0.005328461539105224	5.58772529446433e-4	0.139812048312694	0.142002436628124
SKNSH_skew	(-Inf,-1.5)	dELS	non-CpG transversion	17549	17549	1058.734	108.361498	17513	2934.0390037260936	57747.28380450855	1347	1725	7386	0.06033016126275001	0.002535212277504196	3.8008521628662273e-4	0.05958519423882823	0.06107512828667179
SKNSH_skew	(-Inf,-1.5)	non-cCRE	CpG transition	32029	32029	72575.658	174560.302086	31922	-31478.53197855026	95791.90876628854	156	1204	673	2.2659358081738423	0.3156150812420899	0.0031391146943208314	2.2597831433729736	2.272088472974711
SKNSH_skew	(-Inf,-1.5)	non-cCRE	non-CpG transition	23356	23356	3652.227	701.522051	22978	1390.7770093441936	20055.210183822863	302	864	576	0.15637210995033396	0.005584055191283313	4.889625728418779e-4	0.15541374330756388	0.15733047659310403
SKNSH_skew	(-Inf,-1.5)	non-cCRE	non-CpG transversion	22971	22971	1540.511	175.015385	22691	-6702.868997523212	39085.50974845644	291	912	651	0.06706329720081843	0.0031216211565463655	3.686380387229502e-4	0.06634076664492145	0.0677858277567154
SKNSH_skew	(-Inf,-1.5)	pELS	CpG transition	2554	2554	4110.307	8582.216803	2553	177.0729979387256	15828.193630307918	277	661	1105	1.6093606108065779	0.7705642847150204	0.017369766945055324	1.5753158675942696	1.6434053540188862
SKNSH_skew	(-Inf,-1.5)	pELS	non-CpG transition	2312	2312	333.593	60.900937	2311	3195.8419999865587	21198.121972892113	537	585	1204	0.14428762975778547	0.005524705203899207	0.0015458261142149625	0.14125781057392414	0.1473174489416468
SKNSH_skew	(-Inf,-1.5)	pELS	non-CpG transversion	2660	2660	162.165	15.191765	2658	3034.629001355615	23146.073789438244	580	731	1334	0.060964285714285714	0.0019952958281846027	8.660896106080676e-4	0.0592667500774939	0.06266182135107752
SKNSH_skew	[-0.05,0.05)	Other cCREs	CpG transition	1018583	1018583	2125227.778	4732458.901768	1011152	-780300.7166811116	2727476.5085412045	11238	44903	42165	2.0864551813646997	0.2928251164655488	5.361742470155724e-4	2.085404279840549	2.0875060828888503
SKNSH_skew	[-0.05,0.05)	Other cCREs	non-CpG transition	10004643	10004643	1487340.9259999995	298332.42683	9973624	361816.93755773705	14492218.847842086	311706	281703	355190	0.14866506740920185	0.007718096040392585	2.7775014296042212e-5	0.1486106283811816	0.1487195064372221
SKNSH_skew	[-0.05,0.05)	Other cCREs	non-CpG transversion	6612008	6612008	397172.276	57198.053932	6580989	207389.8414763889	9955531.891912822	212388	192464	243243	0.060068329620895804	0.005042429437983142	2.7615520267162328e-5	0.060014203201172164	0.06012245604061944
SKNSH_skew	[-0.05,0.05)	PLS	CpG transition	81305	81305	71822.307	110245.598171	81236	-20153.88198899721	376520.6266197797	6717	28231	36371	0.883368882602546	0.575617523005916	0.0026607763767047456	0.8781537609042047	0.8885840043008872
SKNSH_skew	[-0.05,0.05)	PLS	non-CpG transition	343940	343940	49360.019	9030.182093	343703	135835.2299435852	1543670.485393284	40925	104799	98808	0.14351345874280397	0.0056590123327086485	1.2827114656265189e-4	0.14326204729554118	0.14376487019006676
SKNSH_skew	[-0.05,0.05)	PLS	non-CpG transversion	293546	293546	21765.259	3167.804761	293218	71632.96291340106	1379606.7696432583	33123	95165	99638	0.07414599074761706	0.005293900657706693	1.3429189747845996e-4	0.07388277862855928	0.07440920286667484
SKNSH_skew	[-0.05,0.05)	dELS	CpG transition	2677656	2677656	5242496.32	11137539.171974	2673598	-2145066.4718860616	9158312.973265843	52775	236446	347441	1.9578677470145531	0.3261901601227612	3.4902620638091236e-4	1.9571836556500466	1.9585518383790597
SKNSH_skew	[-0.05,0.05)	dELS	non-CpG transition	23193704	23193704	3356030.627999994	657083.364638	23167881	3193862.7823065897	48873048.1559771	1218787	1542540	2090769	0.14469576002177117	0.007393384414002326	1.7854043502962966e-5	0.14466076609650536	0.144730753947037
SKNSH_skew	[-0.05,0.05)	dELS	non-CpG transversion	15007758	15007758	872928.8550000004	119868.39891699998	14986105	1959555.4603652037	32883479.861419138	805510	1012960	1428703	0.0581651739720217	0.0046039085121598955	1.751481011709265e-5	0.0581308449441922	0.0581995029998512
SKNSH_skew	[-0.05,0.05)	non-cCRE	CpG transition	13569495	13569495	29313188.751	67062498.51821898	13459314	-10740311.73062317	32110745.57075122	71175	431588	81866	2.160226946618131	0.27557094516606867	1.4250656445005634e-4	2.159947633751809	2.1605062594844533
SKNSH_skew	[-0.05,0.05)	non-cCRE	non-CpG transition	156907607	156907607	23883449.7060002	5020777.063379931	155381788	-8739804.014671717	161226862.14764246	2224167	3244999	484873	0.15221345964444033	0.008829365195882535	7.501407193905699e-6	0.15219875688634027	0.1522281624025404
SKNSH_skew	[-0.05,0.05)	non-cCRE	non-CpG transversion	103276656	103276656	6341587.329999997	1085863.779704005	101883252	-5158357.506710383	108692300.23378272	1543976	2146061	349503	0.061403879401362466	0.006743689714577578	8.08067622910072e-6	0.06138804127595343	0.0614197175267715
SKNSH_skew	[-0.05,0.05)	pELS	CpG transition	437963	437963	641474.247	1219141.507137	437504	-284687.816910264	1425563.3540803334	12134	105006	81579	1.4646768037482618	0.6383865663099016	0.0012073221230888807	1.4623104523870076	1.467043155109516
SKNSH_skew	[-0.05,0.05)	pELS	non-CpG transition	3130222	3130222	446917.056	84868.77459	3127839	475717.3518698923	6841666.731922147	170634	633540	363456	0.14277487539222458	0.0067280385662674145	4.6361413267723034e-5	0.14268400702221984	0.14286574376222932
SKNSH_skew	[-0.05,0.05)	pELS	non-CpG transversion	2167780	2167780	133180.405	18733.750299	2165359	239756.3500150369	5038630.861066184	118349	462787	288882	0.061436310418953956	0.0048674876893345645	4.738543025371437e-5	0.061343434975656676	0.061529185862251236
SKNSH_skew	[-0.2,-0.05)	Other cCREs	CpG transition	1021156	1021156	2184611.298	5001791.05082	1013046	-850220.1895864794	2930149.2497242508	10082	45497	51281	2.139351184344018	0.32134228703025286	5.609677487007343e-4	2.1382516875565645	2.140450681131471
SKNSH_skew	[-0.2,-0.05)	Other cCREs	non-CpG transition	2095850	2095850	285673.804	51715.53534	2086665	158736.83131276033	2886573.5057555847	65769	66294	108933	0.13630450843333253	0.006096292201155626	5.3932777783845465e-5	0.1361988001888762	0.13641021667778885
SKNSH_skew	[-0.2,-0.05)	Other cCREs	non-CpG transversion	1744957	1744957	109855.324	14577.145592	1732782	11291.119288206326	2675720.674607618	53694	57074	92510	0.06295589174976804	0.004390429160460382	5.0160415170316624e-5	0.06285757733603421	0.06305420616350187
SKNSH_skew	[-0.2,-0.05)	PLS	CpG transition	97279	97279	90831.049	145793.377399	97177	-12266.177994661031	476262.20948937774	9496	33593	43485	0.9337169275999959	0.6268929192215641	0.002538558251547602	0.9287413534269626	0.9386925017730292
SKNSH_skew	[-0.2,-0.05)	PLS	non-CpG transition	156464	156464	22646.355	4111.055017	156360	114761.53096136912	900065.1451056376	26980	53429	60922	0.14473843823499336	0.005325584723447504	1.8449153092672403e-4	0.14437683483437697	0.14510004163560974
SKNSH_skew	[-0.2,-0.05)	PLS	non-CpG transversion	174794	174794	13982.907	1979.204137	174626	83130.81599674412	978336.9182633816	26202	61723	75690	0.07999649301463437	0.004923656066605745	1.67834250612332e-4	0.0796675378834342	0.08032544814583453
SKNSH_skew	[-0.2,-0.05)	dELS	CpG transition	3115087	3115087	6243325.751	13629238.859025	3109814	-2628274.794793448	11339541.929828528	63202	288394	476587	2.0042219530305254	0.35832985957691266	3.3916139234450767e-4	2.00355719670153	2.004886709359521
SKNSH_skew	[-0.2,-0.05)	dELS	non-CpG transition	5774512	5774512	781989.62	139047.757008	5766458	1258926.7775752037	12604847.749068132	346489	446274	804318	0.13542090136794244	0.00574074892354092	3.153019324008365e-5	0.13535910218919187	0.135482700546693
SKNSH_skew	[-0.2,-0.05)	dELS	non-CpG transversion	4683928	4683928	291164.129	37516.261321	4675304	597252.7208007649	10977041.739606308	268595	367466	678649	0.062162383580618666	0.004145411542320208	2.9749434918455605e-5	0.062104074688178496	0.062220692473058836
SKNSH_skew	[-0.2,-0.05)	non-cCRE	CpG transition	10706861	10706861	23497562.988	54736816.500494	10598379	-9254358.063071445	28108067.216765903	54574	395727	98634	2.194626696657405	0.2959259260549079	1.6624952969366278e-4	2.1943008475792056	2.1949525457356045
SKNSH_skew	[-0.2,-0.05)	non-cCRE	non-CpG transition	23107652	23107652	3044777.568999992	558132.076211	22827553	471753.2467040493	23578410.449621934	412857	590286	151697	0.1317649049327899	0.006791570865001593	1.714380463791465e-5	0.13173130307569958	0.1317985067898802
SKNSH_skew	[-0.2,-0.05)	non-cCRE	non-CpG transversion	19689519	19689519	1180083.173000001	155903.19899499978	19347134	-635860.5120737643	22483469.27319592	352091	518892	143168	0.05993458616231311	0.004325926230603277	1.4822518505124949e-5	0.05990553402604307	0.05996363829858316
SKNSH_skew	[-0.2,-0.05)	pELS	CpG transition	493822	493822	742746.751	1447945.044661	493256	-317957.07489331067	1685063.9085388123	15292	120065	102113	1.5040778883889339	0.6698704182470547	0.0011646895605240942	1.5017950968503067	1.506360679927561
SKNSH_skew	[-0.2,-0.05)	pELS	non-CpG transition	847672	847672	116509.845	20633.434655	846889	273091.7230029689	2223466.975377146	65081	194687	160794	0.137446848545192	0.005449665772759956	8.01809162908706e-5	0.1372896939492619	0.13760400314112212
SKNSH_skew	[-0.2,-0.05)	pELS	non-CpG transversion	768539	768539	52500.529	7154.885303	767464	143340.18699530463	2139916.764926124	54761	187422	161708	0.06831212079022665	0.0046431833226219165	7.772754662706545e-5	0.0681597747988376	0.0684644667816157
SKNSH_skew	[-0.5,-0.2)	Other cCREs	CpG transition	200002	200002	426733.317	977680.881995	198658	-171186.4448982313	562118.8475539427	1760	9951	16254	2.1336452485475146	0.3359151593293517	0.0012959780094803878	2.131105131648933	2.1361853654460963
SKNSH_skew	[-0.5,-0.2)	Other cCREs	non-CpG transition	359410	359410	55555.841	11517.852629	357428	10401.50703792042	515198.1888911552	10155	12721	31981	0.15457511198909324	0.008153113263097875	1.50614456705167e-4	0.1542799076539511	0.15487031632423537
SKNSH_skew	[-0.5,-0.2)	Other cCREs	non-CpG transversion	326613	326613	21728.588	2894.947942	323798	-20346.39996315236	506541.84700988897	8479	12267	29155	0.06652701515248934	0.004437711531976173	1.1656355940321905e-4	0.06629855057605903	0.06675547972891964
SKNSH_skew	[-0.5,-0.2)	PLS	CpG transition	31093	31093	26256.425	40417.384745	31073	14206.123014094312	208975.7269586936	5348	11364	16600	0.8444481072910301	0.5868132107783712	0.004344288191698145	0.8359333024353017	0.8529629121467586
SKNSH_skew	[-0.5,-0.2)	PLS	non-CpG transition	55314	55314	8737.804	1794.242136	55279	72678.4619784509	483176.97327955	14775	20240	27130	0.15796731388075352	0.007483859289922741	3.6782841352994407e-4	0.15724637019023482	0.15868825757127222
SKNSH_skew	[-0.5,-0.2)	PLS	non-CpG transversion	67632	67632	5494.475	786.905807	67582	68492.84098632552	526537.9419696585	15601	25466	35492	0.08124075881239651	0.005035124258465166	2.728531557579409e-4	0.08070596662711094	0.08177555099768208
SKNSH_skew	[-0.5,-0.2)	dELS	CpG transition	627839	627839	1259840.424	2764960.069242	626798	-520500.5579454547	2259383.2904796526	14080	63897	145209	2.0066297633629007	0.3773692853186072	7.752809805777357e-4	2.005110212640968	2.008149314084833
SKNSH_skew	[-0.5,-0.2)	dELS	non-CpG transition	1085352	1085352	163599.978	33028.475134	1083341	252652.21177694167	2746175.488854946	73065	95422	239836	0.15073448798177919	0.0077102395596813	8.428467771851249e-5	0.1505692900134509	0.15089968595010747
SKNSH_skew	[-0.5,-0.2)	dELS	non-CpG transversion	962295	962295	62659.885	8153.394681	959926	108435.3780107656	2519306.3866461404	58989	87043	219494	0.06511504788032776	0.004232898957126583	6.632310288114919e-5	0.06498505459868072	0.06524504116197481
SKNSH_skew	[-0.5,-0.2)	non-cCRE	CpG transition	1764910	1764910	3790687.439	8652615.351609	1754232	-1607322.349675524	4631648.284354036	6946	75333	22272	2.1478077856661244	0.2895035138344339	4.050098986696846e-4	2.1470139662647316	2.148601605067517
SKNSH_skew	[-0.5,-0.2)	non-cCRE	non-CpG transition	2461531	2461531	387202.726	84364.430212	2428762	-121808.00554199833	2671743.3608188475	37957	83885	33821	0.15730158425792728	0.009529369125386192	6.221991596041135e-5	0.1571796332226449	0.15742353529320968
SKNSH_skew	[-0.5,-0.2)	non-cCRE	non-CpG transversion	2340219	2340219	152338.983	19792.110333	2301380	-273281.19420712	2888134.1421029717	34633	81643	35075	0.06509603716575244	0.0042198830339049915	4.246410315639731e-5	0.06501280752356589	0.06517926680793898
SKNSH_skew	[-0.5,-0.2)	pELS	CpG transition	102764	102764	152082.245	296119.786325	102637	-51436.50797409882	381499.58564811904	4960	26050	29709	1.4799175294850335	0.6914026062499381	0.0025938508857075047	1.4748335817490468	1.4850014772210203
SKNSH_skew	[-0.5,-0.2)	pELS	non-CpG transition	174960	174960	26904.338	5430.970124	174768	88947.38998599256	666980.8163407348	19808	44672	51601	0.15377422267946958	0.0073947408326767135	2.0558531695177845e-4	0.15337127545824408	0.15417716990069508
SKNSH_skew	[-0.5,-0.2)	pELS	non-CpG transversion	175112	175112	12743.474	1827.252208	174838	63810.97502668542	666990.9794830044	18285	47152	55874	0.07277327653159121	0.005138842509179077	1.7130683838400846e-4	0.07243751512835855	0.07310903793482387
SKNSH_skew	[-1.0,-0.5)	Other cCREs	CpG transition	61111	61111	131609.814	304225.254968	60700	-51806.00197476162	168488.6571159406	503	2979	6433	2.1536190538528253	0.3401710336045426	0.0023593315189172855	2.148994764075747	2.1582433436299033
SKNSH_skew	[-1.0,-0.5)	Other cCREs	non-CpG transition	86179	86179	14004.507	3154.339313	85700	4727.914010339071	137611.20219170357	2709	3031	11141	0.16250486777521206	0.010194466739863638	3.439390849427927e-4	0.1618307471687242	0.16317898838169992
SKNSH_skew	[-1.0,-0.5)	Other cCREs	non-CpG transversion	80930	80930	5199.235	574.392011	80327	-6519.355968942053	129080.00068821282	1988	3083	10195	0.06424360558507351	0.002970188786663499	1.9157430420769906e-4	0.06386811994882642	0.0646190912213206
SKNSH_skew	[-1.0,-0.5)	PLS	CpG transition	11116	11116	9791.425	15495.890595	11108	12657.332990224357	113285.52783610656	2970	4173	6445	0.8808406801007556	0.6181920952626594	0.007457400279809894	0.8662241755523281	0.895457184649183
SKNSH_skew	[-1.0,-0.5)	PLS	non-CpG transition	18334	18334	3081.55	728.242854	18325	40590.35799698741	258020.2932949662	7301	6894	10359	0.1680784335115087	0.011471158959941651	7.909973626685082e-4	0.16652807868067843	0.16962878834233897
SKNSH_skew	[-1.0,-0.5)	PLS	non-CpG transversion	23272	23272	1698.679	193.321783	23249	40740.22899064036	270577.0582825626	7818	9036	13441	0.07299239429357168	0.0029792933545524456	3.577995416003554e-4	0.07229110719203499	0.07369368139510837
SKNSH_skew	[-1.0,-0.5)	dELS	CpG transition	191801	191801	386869.313	854645.165415	191447	-150665.02897485613	700450.398244193	5037	20399	57193	2.0170349111839876	0.3874674401889191	0.0014213210014391768	2.014249122021167	2.0198207003468083
SKNSH_skew	[-1.0,-0.5)	dELS	non-CpG transition	265766	265766	41203.618	8847.901622	265271	91160.80891995726	849683.8733543165	22809	24208	81579	0.15503720566212384	0.009255574752546092	1.8661733638432597e-4	0.15467143568281055	0.15540297564143712
SKNSH_skew	[-1.0,-0.5)	dELS	non-CpG transversion	244130	244130	15018.148	1622.161128	243584	39187.791967433994	740379.5353039422	17302	23122	75314	0.061517011428337355	0.002860330177289622	1.0824242377587912e-4	0.06130485627773663	0.06172916657893808
SKNSH_skew	[-1.0,-0.5)	non-cCRE	CpG transition	395078	395078	867686.746	2032347.364608	392535	-352347.1396395063	1039307.2412000892	1710	18765	7010	2.196241618110854	0.3206909578629439	9.009525817467717e-4	2.1944757510506303	2.198007485171078
SKNSH_skew	[-1.0,-0.5)	non-cCRE	non-CpG transition	422121	422121	71347.204	17030.110498000002	416963	-22116.95785849774	476252.97158483526	6458	16160	8488	0.1690207404985774	0.011776161388744757	1.6702573644205128e-4	0.16869337005515098	0.16934811094200383
SKNSH_skew	[-1.0,-0.5)	non-cCRE	non-CpG transversion	403304	403304	26193.641	2982.236689	397529	-67673.71884045098	536745.1157776803	5575	16878	8993	0.06494763503461409	0.003176325623921211	8.874548033500707e-5	0.06477369389315749	0.0651215761760707
SKNSH_skew	[-1.0,-0.5)	pELS	CpG transition	30142	30142	45213.282	88787.03402	30103	-11092.76899410738	129731.4734229036	1985	7939	10515	1.5000093557162764	0.6956201857059054	0.0048039674404113586	1.49059357953307	1.5094251318994827
SKNSH_skew	[-1.0,-0.5)	pELS	non-CpG transition	41249	41249	6594.268	1440.32778	41192	32349.740005269185	231109.0239237036	6567	10805	15593	0.15986491793740454	0.009361318544480876	4.7638908190522443e-4	0.1589311953368703	0.16079864053793877
SKNSH_skew	[-1.0,-0.5)	pELS	non-CpG transversion	43565	43565	2942.534	335.99203	43479	25543.235990137768	223495.05676735504	6142	12172	17139	0.06754353265235855	0.0031503739025416583	2.689132437511992e-4	0.06701646269460619	0.0680706026101109
SKNSH_skew	[-1.5,-1.0)	Other cCREs	CpG transition	13325	13325	29503.382	69980.349396	13232	-11114.768993081994	35298.48744693002	98	604	1634	2.2141374859287057	0.34943000211091124	0.005120902257735119	2.204100517503545	2.2241744543538666
SKNSH_skew	[-1.5,-1.0)	Other cCREs	non-CpG transition	17488	17488	2936.344	698.551976	17356	453.65700156474486	22429.01804407072	413	682	2542	0.16790622140896616	0.011752819248762548	8.197868661978789e-4	0.1662994391512183	0.169513003666714
SKNSH_skew	[-1.5,-1.0)	Other cCREs	non-CpG transversion	16513	16513	1012.898	101.151414	16329	-1955.9959983020108	23174.205596301417	313	657	2266	0.06133942954036214	0.002363180020435215	3.782991911029854e-4	0.060597963125800285	0.06208089595492399
SKNSH_skew	[-1.5,-1.0)	PLS	CpG transition	3623	3623	3154.219	5059.438625	3622	7080.350003793836	54372.60844483501	1351	1404	2234	0.8706097157052167	0.6386926886079534	0.013277362277574025	0.8445860856411717	0.8966333457692618
SKNSH_skew	[-1.5,-1.0)	PLS	non-CpG transition	4562	4562	724.151	158.385835	4559	13024.993991442028	83143.01828026383	2218	1762	2854	0.15873542306006136	0.009523661402243694	0.001444855224718163	0.15590350681961376	0.16156733930050896
SKNSH_skew	[-1.5,-1.0)	PLS	non-CpG transversion	6178	6178	435.729	46.227043	6172	15162.594992084783	97490.26859116122	2709	2530	3876	0.07052913564260278	0.0025085726494389407	6.372199871192754e-4	0.069280184467849	0.07177808681735656
SKNSH_skew	[-1.5,-1.0)	dELS	CpG transition	42632	42632	88482.773	201091.130137	42574	-30839.16200040177	150225.5361523827	1272	4582	14837	2.075501337023832	0.40920964725021214	0.003098168815697496	2.069428926145065	2.081573747902599
SKNSH_skew	[-1.5,-1.0)	dELS	non-CpG transition	53346	53346	8302.739	1828.180301	53252	21099.70700133627	178924.72339835291	4964	4917	20344	0.15563939189442508	0.010046809485085262	4.33973442470868e-4	0.15478880394718217	0.156489979841668
SKNSH_skew	[-1.5,-1.0)	dELS	non-CpG transversion	48977	48977	2817.334	261.571288	48854	8054.852010323432	146646.93115382234	3502	4833	18321	0.057523613124527834	0.0020317718258212485	2.0367671274909162e-4	0.05712440676753961	0.05792281948151606
SKNSH_skew	[-1.5,-1.0)	non-cCRE	CpG transition	85446	85446	192274.215	462043.443695	85054	-72708.05290220551	216388.78205586216	394	4303	1670	2.2502424338178497	0.34384511876626445	0.002006021407441377	2.2463106318592647	2.2541742357764347
SKNSH_skew	[-1.5,-1.0)	non-cCRE	non-CpG transition	76184	76184	13197.252	3137.778658	75266	-1358.9069671101156	76307.24375709693	1062	3107	1728	0.17322865693583955	0.011178824918895004	3.8305945948012327e-4	0.1724778603952585	0.1739794534764206
SKNSH_skew	[-1.5,-1.0)	non-cCRE	non-CpG transversion	70120	70120	4222.7	420.294216	69130	-10919.917966546376	87639.15851074677	846	3021	1685	0.060221049629207074	0.002367386724436277	1.837442046707583e-4	0.059860910988052386	0.06058118827036176
SKNSH_skew	[-1.5,-1.0)	pELS	CpG transition	6578	6578	10133.852	20485.071252	6571	-1053.4960004880568	36644.97374841795	633	1750	2564	1.5405673456977806	0.7409441652221156	0.01061318676154092	1.5197654996451604	1.561369191750401
SKNSH_skew	[-1.5,-1.0)	pELS	non-CpG transition	7717	7717	1216.413	267.889273	7704	8459.944008616963	55688.07562669035	1566	1986	3437	0.1576277050667358	0.00986895844954079	0.0011308666851468686	0.15541120636384792	0.15984420376962366
SKNSH_skew	[-1.5,-1.0)	pELS	non-CpG transversion	8222	8222	505.461	47.590627	8205	6688.171006102348	52857.373160562005	1470	2379	3747	0.061476648017513985	0.002009071769422133	4.943209187269834e-4	0.0605077790168091	0.06244551701821887
SKNSH_skew	[0.05,0.2)	Other cCREs	CpG transition	122960	122960	250522.983	548686.0984969999	121355	-102345.4639387459	344944.3502319349	1028	7014	6084	2.037434799934938	0.3111757150699906	0.0015908195549644555	2.0343167936072075	2.0405528062626686
SKNSH_skew	[0.05,0.2)	Other cCREs	non-CpG transition	2945561	2945561	493128.384	117394.92608	2934308	-389913.4908180784	4939915.77511832	73775	90200	128279	0.16741407969483574	0.01182739156603106	6.336661047741531e-5	0.1672898811383	0.16753827825137146
SKNSH_skew	[0.05,0.2)	Other cCREs	non-CpG transversion	1843676	1843676	111886.461	12160.435631	1832678	-45840.94383398236	2814671.9304520553	52359	59235	80438	0.060686617930699314	0.002912891220347898	3.9748416521288224e-5	0.060608711034317586	0.06076452482708104
SKNSH_skew	[0.05,0.2)	PLS	CpG transition	24656	24656	17448.869	23284.455757	24641	157.43500093463868	134265.64091302783	2900	9235	13120	0.7076926103179753	0.443561959330505	0.00424146449508277	0.699379339907613	0.7160058807283375
SKNSH_skew	[0.05,0.2)	PLS	non-CpG transition	169809	169809	26469.102	5497.28199	169711	48994.593989059205	872580.2143851692	21773	56051	57710	0.15587573096832322	0.008076129320614425	2.1808273248730993e-4	0.15544828881264808	0.15630317312399836
SKNSH_skew	[0.05,0.2)	PLS	non-CpG transversion	145162	145162	10938.518	1453.253762	145044	44418.75096741924	766578.0857465079	18954	51419	56850	0.0753538667144294	0.004333079371006078	1.7277139925484555e-4	0.0750152347718899	0.07569249865696889
SKNSH_skew	[0.05,0.2)	dELS	CpG transition	353847	353847	668471.905	1393356.194799	353135	-312053.18097725784	1311702.8059700036	6898	37575	63816	1.8891552139766623	0.36882997143202956	0.0010209520453374917	1.887154147967801	1.8911562799855237
SKNSH_skew	[0.05,0.2)	dELS	non-CpG transition	7788909	7788909	1283013.488	307303.818002	7779602	-806601.3654802906	18986571.67755927	340773	571153	867512	0.16472313234112762	0.012320317228387377	3.9771560379666724e-5	0.16464518008278348	0.16480108459947176
SKNSH_skew	[0.05,0.2)	dELS	non-CpG transversion	4703201	4703201	271823.302	27875.91518	4695735	359193.86753814144	10680474.495553846	242504	355389	551665	0.057795382761655315	0.002586703392875696	2.3451819698832844e-5	0.0577494171950456	0.05784134832826503
SKNSH_skew	[0.05,0.2)	non-cCRE	CpG transition	1135782	1135782	2412134.87	5458681.293956	1126445	-1008245.4791545208	3000768.9583163387	5197	50956	12940	2.1237657138429733	0.2957189457165792	5.102606568532018e-4	2.122765602955541	2.1247658247304058
SKNSH_skew	[0.05,0.2)	non-cCRE	non-CpG transition	35109711	35109711	5949550.042	1434868.440346001	34720214	-5964827.61260711	44865175.02146408	437712	866664	173672	0.16945596738178792	0.012152811358810257	1.8604789086437474e-5	0.1694195019951785	0.16949243276839734
SKNSH_skew	[0.05,0.2)	non-cCRE	non-CpG transversion	22947300	22947300	1447791.632000001	168426.53623599946	22603861	-2117957.0541657037	24969620.93912612	310277	568447	119224	0.063092025292736	0.0033591068809991046	1.2098906334452606e-5	0.06306831143632047	0.06311573914915153
SKNSH_skew	[0.05,0.2)	pELS	CpG transition	70161	70161	89256.111	161241.693399	70084	-37347.55999467569	251101.47283853928	3069	19436	19686	1.2721613289434301	0.6797822208226579	0.003112698208286234	1.2660604404551892	1.2782622174316711
SKNSH_skew	[0.05,0.2)	pELS	non-CpG transition	1111278	1111278	177386.663	40093.766531	1110374	-32561.64506507944	2978239.370715701	60210	244655	165348	0.15962402117201996	0.010599152219162307	9.766168347423845e-5	0.15943260427241046	0.15981543807162946
SKNSH_skew	[0.05,0.2)	pELS	non-CpG transversion	742162	742162	46039.853	5158.776881	741304	88132.28901048105	1929566.0497534457	46007	174916	128240	0.06203477542638939	0.0031027027012750868	6.465777043143904e-5	0.06190804619634377	0.06216150465643501
SKNSH_skew	[0.2,0.5)	Other cCREs	CpG transition	37104	37104	76857.054	171277.477156	36389	-30610.09498794843	102696.51763335807	282	2321	2052	2.071395375161708	0.325475863187515	0.002961754302902779	2.065590336728018	2.0772004135953974
SKNSH_skew	[0.2,0.5)	Other cCREs	non-CpG transition	419720	419720	65709.449	13780.280009	417641	-55588.78892741098	646149.4156893175	9052	14834	22774	0.15655543934051272	0.008322492791562898	1.40814339277983e-4	0.15627944323552787	0.15683143544549757
SKNSH_skew	[0.2,0.5)	Other cCREs	non-CpG transversion	300358	300358	18150.76	1882.180866	297866	-15407.925952964122	448941.64711965277	7624	11601	15926	0.060430419699159	0.002614631326525744	9.330085599326397e-5	0.0602475500214122	0.0606132893769058
SKNSH_skew	[0.2,0.5)	PLS	CpG transition	8405	8405	5685.633	7502.807279	8397	2469.818994711154	51578.60612408043	1295	3220	4621	0.6764584176085663	0.4351157754303848	0.007195045683187222	0.6623561280695194	0.6905607071476132
SKNSH_skew	[0.2,0.5)	PLS	non-CpG transition	44813	44813	6864.085	1313.268283	44792	27858.23799702933	285500.00722190505	7874	16070	17712	0.15317173588021332	0.005844070077672632	0.00036112345613930887	0.15246393390618027	0.15387953785424638
SKNSH_skew	[0.2,0.5)	PLS	non-CpG transversion	44748	44748	3464.976	474.391514	44712	24672.14899046359	273825.1286831471	7408	16623	19153	0.07743309198176455	0.004605620682445603	3.2081692265934283e-4	0.07680429081335224	0.07806189315017686
