skew_type	skew_bin	ccre_class	cell_line	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint	phyloP_mean	phyloP_var	phyloP_se	phyloP_lci	phyloP_uci	frac_conserved	frac_conserved_se	frac_conserved_lci	frac_conserved_uci	skew_cell	matched
HepG2_skew	(-Inf,-1.5)	dELS	K562	2495	2495	1549.665	2952.526085	2495	1636.2639991182366	15939.028073684987	400	409	1668	0.6558172341155257	5.960680811347416	0.04887791347213735	0.5600165237101365	0.7516179445209149	0.16032064128256512	0.00734541240989693	0.14592363295916713	0.17471764960596312	HepG2	Mismatched
HepG2_skew	(-Inf,-1.5)	dELS	SK-N-SH	648	648	323.753	502.943975	648	1009.4379984749254	8013.612868400638	203	133	462	1.5577746890045145	9.955387796378705	0.12394858923033114	1.3148354541130656	1.8007139238959635	0.3132716049382716	0.01822071921637118	0.2775589952741841	0.3489842146023591	HepG2	Mismatched
HepG2_skew	(-Inf,-1.5)	non-cCRE	HepG2	60719	60695	69196.262	159064.95171	60400	-32316.409951079768	122939.81600262182	474	2536	1323	-0.535039899852314	1.7491886829055079	0.005381456822417898	-0.5455875552242531	-0.524492244480375	0.007847682119205298	3.590388199731361e-4	0.007143966032057952	0.008551398206352645	HepG2	Matched
HepG2_skew	(-Inf,-1.5)	non-cCRE	K562	60719	60695	69196.262	159064.95171	60400	-32316.409951079768	122939.81600262182	474	2536	1323	-0.535039899852314	1.7491886829055079	0.005381456822417898	-0.5455875552242531	-0.524492244480375	0.007847682119205298	3.590388199731361e-4	0.007143966032057952	0.008551398206352645	HepG2	Mismatched
HepG2_skew	(-Inf,-1.5)	non-cCRE	SK-N-SH	60719	60695	69196.262	159064.95171	60400	-32316.409951079768	122939.81600262182	474	2536	1323	-0.535039899852314	1.7491886829055079	0.005381456822417898	-0.5455875552242531	-0.524492244480375	0.007847682119205298	3.590388199731361e-4	0.007143966032057952	0.008551398206352645	HepG2	Mismatched
HepG2_skew	(-Inf,-1.5)	pELS	HepG2	1114	1114	305.725	331.613723	1112	2239.214003077009	15415.44925004236	401	428	777	2.013681657443353	9.816728249285225	0.09395740008074274	1.8295251532850973	2.197838161601609	0.3606115107913669	0.01439957936398954	0.33238833523794736	0.3888346863447864	HepG2	Matched
HepG2_skew	(-Inf,-1.5)	pELS	K562	1430	1430	533.182	719.33924	1430	2699.636007981724	19764.82926065533	481	544	933	1.887857348238968	10.264731690284478	0.08472386941795083	1.7217985641797844	2.0539161322981516	0.33636363636363636	0.012494002491149847	0.31187539148098264	0.3608518812462901	HepG2	Mismatched
HepG2_skew	(-Inf,-1.5)	pELS	SK-N-SH	788	788	188.201	145.587949	788	2390.5899988854076	16345.76195843439	400	312	551	3.0337436534078774	11.554415147923049	0.12109072378051569	2.7964058347980667	3.271081472017688	0.5076142131979695	0.017809697059095964	0.4727072069621414	0.5425212194337976	HepG2	Mismatched
HepG2_skew	[-0.05,0.05)	Inactive cCRE	HepG2	66831476	66795005	16926428.495999973	22731771.75539008	66683191	2270392.9633532455	137493963.89039075	2995506	4426397	5076761	0.03404745527779625	2.0607391876049714	1.757937084650905e-4	0.033702899609204674	0.03439201094638782	0.04492145554342173	2.5365198618356844e-5	0.04487173975412975	0.04497117133271371	HepG2	Matched
HepG2_skew	[-0.05,0.05)	Inactive cCRE	K562	65450763	65414530	16628962.879999977	22436223.950890087	65303992	2286167.929317963	134712087.25242192	2941320	4121152	4796669	0.03500808846904739	2.061620596561966	0.00017767834776352632	0.03465983890743088	0.0353563380306639	0.04504043183148742	2.566397360578575e-5	0.04499013044322008	0.04509073321975476	HepG2	Mismatched
HepG2_skew	[-0.05,0.05)	Inactive cCRE	SK-N-SH	66314495	66278557	16715816.092999963	22463795.369907074	66165048	1941431.8768749528	133217516.6348869	2871840	4222303	4898661	0.02934225751449546	2.0125512892148145	1.7440509278462266e-4	0.029000423532637598	0.029684091496353322	0.04340418524293975	2.505046122476787e-5	0.043355086338939204	0.043453284146940295	HepG2	Mismatched
HepG2_skew	[-0.05,0.05)	Other cCREs	HepG2	1402081	1401614	313643.949	340647.712129	1399630	-44406.8330949161	3707324.439603725	67984	203067	337420	-0.03172755163501504	2.6477841767452364	0.0013754178931889784	-0.03442337070566544	-0.029031732564364643	0.04857283710694969	1.8170960624677712e-4	0.04821668627870601	0.048928987935193374	HepG2	Matched
HepG2_skew	[-0.05,0.05)	Other cCREs	K562	2030349	2029865	470291.698	526725.590818	2027473	-64587.12108784297	4777263.083821658	90785	285948	447303	-0.03185597099830329	2.3552510704786154	0.0010778071622168052	-0.03396847303624823	-0.029743468960358354	0.04477741503832604	1.452460266525895e-4	0.04449273282608696	0.04506209725056511	HepG2	Mismatched
