skew_type	skew_bin	ccre_class	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint	phyloP_mean	phyloP_var	phyloP_se	phyloP_lci	phyloP_uci
SKNSH_skew	(-Inf,-1.5)	dELS	53044	53041	42045.835	89042.762151	52964	-1441.7200035710105	187469.42239850055	3688	5195	21465	-0.027220753786930944	3.5388889921880113	0.008174159006658003	-0.043242105439980624	-0.011199402133881261
SKNSH_skew	(-Inf,-1.5)	non-cCRE	78388	78356	77768.396	175436.839522	77620	-36795.51196685621	154960.91288460582	749	2988	1900	-0.47404679163690044	1.7717069079746	0.00477759267355173	-0.48341087327706184	-0.46468270999673905
SKNSH_skew	(-Inf,-1.5)	pELS	7526	7526	4606.065	8658.309505	7522	6407.543999280896	60172.38939263826	1394	1977	3643	0.8518404678650486	7.274854954716784	0.031098934157920574	0.7908865569155243	0.9127943788145729
SKNSH_skew	[-0.05,0.05)	Other cCREs	17647528	17635234	4009740.9799999967	5087989.382529997	17574217	-213329.72164829067	27182141.338480905	535339	519702	640778	-0.012138789548819766	1.546558422514285	2.966505602906012e-4	-0.012720224646989345	-0.011557354450650188
SKNSH_skew	[-0.05,0.05)	PLS	723426	718791	142947.585	122443.585025	722790	186770.84086882303	3312039.216223597	80971	230530	235105	0.2584026354388177	4.5155323873495155	0.0024994727891778055	0.2535036687720292	0.2633016021056062
SKNSH_skew	[-0.05,0.05)	dELS	40890266	40879118	9471455.802999994	11914490.935529009	40838301	3005433.1987817152	90925892.67191188	2077104	2792864	3867874	0.07359349251041847	2.2210697395902077	2.3321005142305922e-4	0.07313640080962927	0.07405058421120767
SKNSH_skew	[-0.05,0.05)	non-cCRE	273884378	273753758	59538225.78699942	73169139.36130258	270813641	-24663957.17698816	302122585.7116434	3839602	5827622	917578	-0.09107354077850222	1.1073162777248802	6.394411396643661e-5	-0.09119887124187644	-0.090948210315128
SKNSH_skew	[-0.05,0.05)	pELS	5741840	5735965	1221571.708	1322744.032026	5736263	429319.88297736173	13316735.848564511	301232	1203651	734407	0.07484313096825612	2.3158991350701132	6.353971942993553e-4	0.07359775246742939	0.07608850946908285
SKNSH_skew	[-0.2,-0.05)	Other cCREs	4866354	4861963	2580140.426	5068083.731752	4835062	-680737.8329848853	8493988.329400983	129546	169122	252837	-0.140791955301687	1.7369265700778558	5.993626910844581e-4	-0.14196670617621254	-0.13961720442716147
SKNSH_skew	[-0.2,-0.05)	PLS	429616	428537	127460.311	151883.636553	429241	185582.03696268267	2357134.330203519	62736	149218	180216	0.4323492792223545	5.30448716402499	0.003515370487849346	0.42545915306616977	0.4392394053785392
SKNSH_skew	[-0.2,-0.05)	dELS	13577090	13573527	7316479.5	13805802.877354007	13554609	-772981.7994184522	34924983.988534115	678302	1102412	1960126	-0.05702722958799123	2.5733612493988276	4.357193843209711e-4	-0.05788123958126033	-0.05617321959472213
SKNSH_skew	[-0.2,-0.05)	non-cCRE	53541340	53504032	27722423.72999999	55450851.77569992	52789122	-9423160.390443616	74187208.31979115	819597	1506152	394688	-0.17850572302459616	1.3734860305993404	1.6130205632879275e-4	-0.1788218750550006	-0.17818957099419172
SKNSH_skew	[-0.2,-0.05)	pELS	2112016	2110033	911757.125	1475733.3646190001	2109525	97893.2821047623	6051818.226945067	135149	502984	424964	0.04640536713466885	2.8666540192237573	0.0011657228299533306	0.04412055038796032	0.04869018388137738
SKNSH_skew	[-0.5,-0.2)	Other cCREs	886950	886025	504017.746	992093.682566	880414	-181296.76282331877	1584344.6437636742	20394	34986	77449	-0.20592217164120377	1.7571430915395119	0.0014127330154970166	-0.20869112835157794	-0.2031532149308296
SKNSH_skew	[-0.5,-0.2)	PLS	154178	154039	40488.704	42998.532688	154073	155420.31997924455	1219024.615427454	35733	57115	79256	1.0087446858258393	6.894472672380702	0.006689401416407764	0.9956334590496801	1.0218559126019986
SKNSH_skew	[-0.5,-0.2)	dELS	2676537	2675486	1486100.287	2806141.939057	2670783	-159658.3581583878	7525635.851169992	146136	246464	604766	-0.05977960701351918	2.81419132571017	0.0010264965839355531	-0.06179154031803286	-0.05776767370900549
SKNSH_skew	[-0.5,-0.2)	non-cCRE	6578404	6566660	4330229.148	8756771.892154003	6487333	-2003378.07642365	10194804.959266284	79541	241083	91853	-0.30881381862525786	1.4761282643366755	4.770116132305626e-4	-0.30974876138718976	-0.30787887586332596
SKNSH_skew	[-0.5,-0.2)	pELS	453282	452836	191730.057	303378.008657	452674	101208.3120392927	1716289.2910263487	43060	118077	137255	0.2235788051429786	3.7414673672829304	0.0028749361606761736	0.21794393026805328	0.2292136800179039
SKNSH_skew	[-1.0,-0.5)	Other cCREs	228365	228220	150813.556	307953.986292	226825	-53634.97493350938	435331.9108939395	5200	9101	27796	-0.23645971534667423	1.8633363312018827	0.00286615825412162	-0.2420773855247526	-0.23084204516859586
SKNSH_skew	[-1.0,-0.5)	PLS	52740	52722	14571.654	16417.455232	52700	93984.5869779447	642031.0212096518	18090	20106	30253	1.7833887472095769	9.002447226361895	0.013069981849553734	1.7577715827844516	1.8090059116347021
SKNSH_skew	[-1.0,-0.5)	dELS	701840	701697	443091.079	865115.228165	700413	-20363.732088073524	2290659.3849299094	45148	67741	214121	-0.029073892243681263	3.2696003666092266	0.0021605794328207763	-0.03330862793200998	-0.024839156555352543
SKNSH_skew	[-1.0,-0.5)	non-cCRE	1222286	1220503	965227.591	2052359.711795	1207474	-442305.6943390965	2052872.577895856	13744	51829	24614	-0.36630659901504836	1.565958893720615	0.0011388100334065111	-0.36853866668052515	-0.3640745313495716
SKNSH_skew	[-1.0,-0.5)	pELS	115061	114956	54750.084	90563.35383	114875	46757.190002118245	584561.0222397493	14697	30962	43252	0.40702668119363	4.923042623842186	0.00654642257427162	0.3941956929480576	0.4198576694392024
SKNSH_skew	[-1.5,-1.0)	Other cCREs	47338	47326	33452.624	70780.052786	46928	-12617.245989823246	80903.08424932408	824	1945	6445	-0.2688639189785042	1.6517306038268884	0.005932716353761608	-0.28049204303187697	-0.25723579492513143
SKNSH_skew	[-1.5,-1.0)	PLS	14368	14363	4314.099	5264.051503	14358	35272.107987335294	235013.3393452744	6278	5697	8966	2.4566170767053417	10.333863378992245	0.026827758194900502	2.4040346706433366	2.5091994827673467
SKNSH_skew	[-1.5,-1.0)	dELS	144976	144955	99602.846	203180.881726	144699	-1684.1789887470673	475810.0999878272	9738	14334	53513	-0.011639188859266942	3.2881622241530937	0.004766985741915154	-0.020982480913420642	-0.0022958968051132404
SKNSH_skew	[-1.5,-1.0)	non-cCRE	231877	231750	209694.167	465601.516569	229539	-84996.34983586486	380575.59789972333	2310	10435	5084	-0.370291540155986	1.520890521880316	0.002574072258203293	-0.37533672178206445	-0.3652463585299075
SKNSH_skew	[-1.5,-1.0)	pELS	22546	22517	11855.726	20800.551152	22509	14086.015014072653	145243.7878393627	3671	6117	9749	0.6257947938190347	6.061348541758453	0.016409922434334586	0.5936313458477389	0.6579582417903305
SKNSH_skew	[0.05,0.2)	Other cCREs	4916008	4912197	855537.828	678241.460208	4890493	-538552.0855906137	8101020.489913989	127164	156610	214873	-0.1101222485321242	1.644356830211988	5.79858079062057e-4	-0.11125877036708583	-0.10898572669716257
SKNSH_skew	[0.05,0.2)	PLS	340789	339627	54856.489	30234.991509	340557	93275.33295681304	1776686.0660611624	43668	117323	127779	0.27389051746642423	5.141999661878716	0.003885716541595766	0.2662745130448965	0.28150652188795194
SKNSH_skew	[0.05,0.2)	dELS	12848625	12845957	2223308.695	1728535.9279810004	12830947	-760119.67792059	30981369.84470363	590186	964350	1483321	-0.059241120543993366	2.4110723794828592	4.3348669121504697e-4	-0.060090754458774855	-0.058391486629211876
SKNSH_skew	[0.05,0.2)	non-cCRE	59221030	59192793	9809476.543999985	7061976.270537979	58465408	-9095061.130920842	72851508.39471434	753225	1487219	306376	-0.15556311744067264	1.2218618837610213	1.4456446927956754e-4	-0.15584646380046058	-0.1552797710808847
SKNSH_skew	[0.05,0.2)	pELS	1925303	1923601	312682.627	206494.236811	1923386	17584.137951118602	5161833.28600391	109299	439718	313437	0.009142282386956442	2.683639794866462	0.0011812148177981654	0.006827101344072039	0.011457463429840846
SKNSH_skew	[0.2,0.5)	Other cCREs	757967	757182	160717.263	186939.938031	752368	-101707.3338691582	1198101.7328572082	16958	28791	40781	-0.13518296082390294	1.5741687691343056	0.0014464735216922458	-0.13801804892641975	-0.13234787272138612
SKNSH_skew	[0.2,0.5)	PLS	98146	97966	16014.694	9290.467076	98081	55077.480981676614	611782.6934566017	16601	35997	41507	0.5615509729884138	5.922245925995007	0.007770532413470459	0.5463207294580117	0.576781216518816
SKNSH_skew	[0.2,0.5)	dELS	2178374	2177729	442521.479	478716.152371	2174478	-101165.10396342946	5262775.612010089	102646	187042	330441	-0.04652385720316759	2.4180844502652135	0.0010545282607895587	-0.04859073259431512	-0.044456981812020055
SKNSH_skew	[0.2,0.5)	non-cCRE	6763308	6756065	1315407.609	1431204.601783	6684153	-1068605.6812593325	8426674.723340318	84831	226574	59592	-0.15987151719287881	1.235135752717242	4.2986704841152924e-4	-0.16071405660776542	-0.15902897777799221
SKNSH_skew	[0.2,0.5)	pELS	371639	371326	66770.339	56061.556467	371158	52324.15304861663	1154356.0743708797	28232	94682	80751	0.14097541491390897	3.0902816198666123	0.002885490285342543	0.13531985395463758	0.14663097587318036
SKNSH_skew	[0.5,1.0)	Other cCREs	172165	171984	39763.256	51786.71211	170800	-28879.40094884276	271165.5590048664	3420	6721	10223	-0.16908314372858757	1.5590403872589285	0.003021236687150306	-0.17500476763540218	-0.16316151982177296
SKNSH_skew	[0.5,1.0)	PLS	25812	25775	4416.023	2902.087743	25798	18839.093996377534	184230.66242564493	4980	9457	10808	0.7302540505611883	6.608262112876973	0.016004813254908084	0.6988846165815684	0.7616234845408082
SKNSH_skew	[0.5,1.0)	dELS	524062	523910	118825.16	146623.672808	523178	-34868.47797545873	1296490.362082764	24854	47309	89333	-0.0666474469023138	2.473668504250627	0.002174432913056192	-0.07090933541190395	-0.06238555839272367
SKNSH_skew	[0.5,1.0)	non-cCRE	1296258	1294511	271943.64	330770.003258	1282179	-230563.44457727345	1649695.998983668	15342	49616	14416	-0.17982157294517648	1.2542998848179618	9.890684790497767e-4	-0.18176014716411404	-0.17788299872623892
SKNSH_skew	[0.5,1.0)	pELS	91916	91825	17298.227	15736.109927	91806	19325.112008672317	322264.2532399529	8075	24217	21823	0.2104994445752164	3.4660021556099725	0.006144391525194958	0.1984564371858343	0.22254245196459851
SKNSH_skew	[1.0,1.5)	Other cCREs	31328	31292	7554.66	10474.303164	31100	-6122.085999486618	48398.74332561733	544	1211	2035	-0.19685163985487517	1.5175279159228856	0.006985349657443694	-0.21054292518346482	-0.1831603545262855
SKNSH_skew	[1.0,1.5)	PLS	5377	5370	876.3679999999999	487.383434	5375	4716.702001552678	43480.50017969252	1140	1971	2176	0.8775259537772424	7.320705574450499	0.03690517219552685	0.8051918162740098	0.949860091280475
SKNSH_skew	[1.0,1.5)	dELS	99580	99559	23616.795	30941.526719	99401	-7059.930983916274	246874.43841303457	4752	9168	18099	-0.07102474808016292	2.478601696111052	0.004993533807498598	-0.08081207434286017	-0.061237421817465665
SKNSH_skew	[1.0,1.5)	non-cCRE	209357	209212	45018.399	55928.860521	207447	-44414.11794058093	282986.3270714508	2352	8558	2745	-0.2140986273148367	1.318306091160944	0.0025208937993764858	-0.21903957916161462	-0.20915767546805877
SKNSH_skew	[1.0,1.5)	pELS	18146	18127	3441.434	3211.722374	18124	4534.000994647503	68017.09510627923	1731	4993	4724	0.2501655812540004	3.690495178063622	0.01426971483720614	0.22219694017307637	0.27813422233492446
SKNSH_skew	[1.5,Inf)	Other cCREs	10329	10327	2103.696	2466.96017	10275	-2153.040997465724	15520.944260593938	156	379	681	-0.20954170291637217	1.4667892138929537	0.011947937402111058	-0.23295966022450984	-0.1861237456082345
SKNSH_skew	[1.5,Inf)	PLS	1630	1628	272.988	154.080336	1630	1535.6710024651843	14199.753650491491	368	603	635	0.9421294493651438	7.828700291303222	0.06930283987180075	0.8062958832164143	1.0779630155138733
SKNSH_skew	[1.5,Inf)	dELS	33024	33013	7114.088	8545.842228	32973	-3064.803995774359	79766.76128905674	1507	3056	5994	-0.09294889745471625	2.4105875026305563	0.008550317053339614	-0.10970751887926189	-0.07619027603017062
SKNSH_skew	[1.5,Inf)	non-cCRE	67008	66971	11576.155	11397.990271	66330	-15073.42797759792	88578.85303786071	643	2577	896	-0.22724902725158933	1.2838039348189283	0.004399409138299483	-0.23587186916265632	-0.21862618534052233
SKNSH_skew	[1.5,Inf)	pELS	5997	5991	1077.343	932.818783	5992	1064.2479989884885	19974.96032123208	539	1628	1604	0.17761148180715763	3.302610191474116	0.023477008436891624	0.13159654527085005	0.22362641834346522
mean_skew	(-Inf,-1.5)	Other cCREs	13800	13799	12349.991	27056.601001	13708	-5564.988994104321	27139.501238684257	181	569	2101	-0.40596651547303186	1.8151529910339208	0.011507197577071448	-0.4285206227240919	-0.3834124082219718
mean_skew	(-Inf,-1.5)	PLS	4082	4082	1472.867	1990.296065	4079	13255.30400350865	93013.81926846816	2143	1552	2810	3.2496455022085438	12.24590000810676	0.05479217014608626	3.1422528487222148	3.3570381556948727
mean_skew	(-Inf,-1.5)	dELS	38651	38649	32402.074	69593.091282	38573	-2023.4070012718444	136764.84714195837	2617	3901	16974	-0.052456562913743926	3.5429510050113042	0.009583868908532618	-0.07124094597446785	-0.03367217985302
mean_skew	(-Inf,-1.5)	non-cCRE	73105	73072	78766.375	178300.267705	72451	-34751.47294242855	131579.95150642018	473	3249	1609	-0.4796548417886371	1.58607645618078	0.0046788580246703675	-0.488825403516991	-0.4704842800602832
mean_skew	(-Inf,-1.5)	pELS	5941	5941	3732.898	7149.402922	5938	5155.873997278048	47855.4968745778	1125	1594	3202	0.8682846071535951	7.306506795741586	0.03507799805310357	0.7995317309695121	0.9370374833376781
mean_skew	[-0.05,0.05)	Other cCREs	19253756	19239780	4667995.067999997	6235899.643675992	19169835	-354505.73551226984	30171411.943622947	588080	563508	691032	-0.018492894462172983	1.5735585454975711	2.8650503955682894e-4	-0.01905444433970437	-0.017931344584641597
mean_skew	[-0.05,0.05)	PLS	781434	776399	161500.537	146345.360561	780785	175674.34789312675	3565243.960793976	85050	248942	249971	0.22499708356734152	4.51561218577792	0.0024048754422811972	0.22028352770047038	0.22971063943421266
mean_skew	[-0.05,0.05)	dELS	44819964	44808536	11215260.910999987	14898848.858437045	44761226	2711511.2516023624	101146987.13927723	2272309	3052904	4197465	0.06057723377823392	2.25603144883315	2.2450271013860733e-4	0.06013720846636225	0.061017259090105594
mean_skew	[-0.05,0.05)	non-cCRE	300276644	300125299	69129009.32099964	89533144.2239522	296738718	-28551962.123907413	336980404.80875725	4248978	6385630	1006962	-0.09621920023226431	1.126355068280938	6.160990664980157e-5	-0.09633995564929793	-0.0960984448152307
mean_skew	[-0.05,0.05)	pELS	6263870	6257649	1423632.525	1628391.138129	6257937	379565.7980156528	14647973.521846903	325676	1308218	785102	0.0606535025864998	2.3370247836882982	6.111053216338087e-4	0.05945573615609753	0.061851269016902063
mean_skew	[-0.2,-0.05)	Other cCREs	4255063	4251281	2098108.723	4056990.916029	4228409	-635800.1861391333	7216805.810878036	105496	151532	230612	-0.15036392793108078	1.6841336970109893	6.31102337157642e-4	-0.15160088851190975	-0.1491269673502518
mean_skew	[-0.2,-0.05)	PLS	416240	415314	115861.465	130657.994247	415866	199504.20497920184	2330956.257092432	63299	146053	179539	0.4797319448553184	5.3749358970602135	0.003595091406668666	0.4726855656982478	0.48677832401238896
mean_skew	[-0.2,-0.05)	dELS	12036621	12032884	5990088.542	11137597.217528004	12016417	-602183.289455111	30699900.05560243	600117	994181	1824098	-0.05011338150591071	2.5523186459824196	4.6087160467127704e-4	-0.05101668985106641	-0.04921007316075501
mean_skew	[-0.2,-0.05)	non-cCRE	43081688	43048644	21153993.456999995	41709995.77638897	42528544	-8231279.698026931	59172960.31490241	612380	1279466	357094	-0.1935471785261901	1.3539099929590672	1.784245621089618e-4	-0.19389689066792368	-0.19319746638445653
mean_skew	[-0.2,-0.05)	pELS	1900109	1898261	762262.329	1204663.754689	1897808	125413.6210439668	5539558.101923968	125848	458154	402012	0.06608340835530613	2.9145589316464746	0.0012392538705943718	0.06365447076894117	0.06851234594167109
mean_skew	[-0.5,-0.2)	Other cCREs	805541	804859	460422.323	916458.223371	800188	-175676.79075352487	1435819.4441845398	17738	32766	75206	-0.2195443955089615	1.746155072943703	0.001477220710874952	-0.2224397481022764	-0.21664904291564657
mean_skew	[-0.5,-0.2)	PLS	154255	154097	40628.936	42898.657418	154158	169009.89595559266	1253718.5213320043	37558	57187	81874	1.0963420383995164	6.930764528956581	0.006705135186843549	1.083199973433303	1.1094841033657297
mean_skew	[-0.5,-0.2)	dELS	2449358	2448537	1366019.904	2609049.365108	2444992	-175907.00913036492	6925578.240593849	132386	231387	591056	-0.07194584241190356	2.8273815579017696	0.0010753590372185962	-0.07405354612485202	-0.06983813869895511
mean_skew	[-0.5,-0.2)	non-cCRE	5383911	5379211	3520804.888	7159648.814744	5330181	-1671147.209556833	8426497.557637658	64992	208949	87573	-0.3135254149074549	1.4826047967216711	5.274019388262282e-4	-0.3145591227075543	-0.31249170710735547
mean_skew	[-0.5,-0.2)	pELS	427926	427421	179838.229	285013.803037	427303	102303.23599986744	1661649.771738611	42214	114081	139039	0.23941614264320035	3.831380909978436	0.002994399175686836	0.23354712025885416	0.24528516502754655
mean_skew	[-1.0,-0.5)	Other cCREs	201190	201098	128908.802	263296.8298	199944	-39538.4009736717	424587.0289559355	5729	8358	31716	-0.19774737413311577	2.0844361342281035	0.0032287922972926352	-0.20407580703580933	-0.19141894123042222
mean_skew	[-1.0,-0.5)	PLS	53007	52994	14880.256	16471.118376	52977	102774.3559716857	677338.2470084938	19402	20257	32731	1.9399806703227003	9.022160658006628	0.013050032628523915	1.9144026063707935	1.965558734274607
mean_skew	[-1.0,-0.5)	dELS	615734	615611	380846.462	745203.94851	614635	5062.622893198966	2146066.768785348	43293	61958	215794	0.00823679564814722	3.49154955468642	0.0023834193534099527	0.0035652937154637123	0.012908297580830726
mean_skew	[-1.0,-0.5)	non-cCRE	915473	914992	702962.434	1510588.37472	907472	-318128.3105041496	1562767.0047608542	11188	41104	23240	-0.35056542846958316	1.5992160821455037	0.0013275074204592084	-0.3531673430136832	-0.34796351392548314
mean_skew	[-1.0,-0.5)	pELS	106887	106801	48339.677	78691.864137	106711	56482.23901360098	594276.9656291849	15441	29816	46167	0.5293010000243741	5.288921938296974	0.00704010252280223	0.5155023990796818	0.5430996009690664
mean_skew	[-1.5,-1.0)	Other cCREs	41531	41519	28017.886	58924.936298	41156	-8177.02798378037	81782.47384873174	1056	1790	7099	-0.19868373952231436	1.9477057793885466	0.006879313434738892	-0.21216719385440258	-0.18520028519022613
mean_skew	[-1.5,-1.0)	PLS	12488	12484	3734.4	4474.651794	12471	34667.54797589255	229699.88482884175	5986	5002	8467	2.7798530972570403	10.691996328287873	0.02928051835906429	2.7224632812732743	2.8372429132408064
mean_skew	[-1.5,-1.0)	dELS	123550	123532	81675.89	166782.881494	123277	10906.66699808242	464089.6376422137	9652	12780	52160	0.08847284568964545	3.75681149433713	0.005520376182467098	0.07765290837200993	0.09929278300728096
mean_skew	[-1.5,-1.0)	non-cCRE	194394	194316	168252.253	377884.552397	192343	-67118.15683932623	308199.29107094585	1844	9057	4682	-0.3489503482805521	1.480583475610705	0.00277445864809671	-0.35438828723082166	-0.34351240933028254
mean_skew	[-1.5,-1.0)	pELS	20503	20485	10170.348	17591.603004	20470	15736.004017203477	145111.3701435394	3673	5733	10109	0.7687349300050551	6.498341599336324	0.01781731865713151	0.7338129854370774	0.8036568745730328
mean_skew	[0.05,0.2)	Other cCREs	4175553	4172266	779122.926	707585.695018	4153187	-472633.8465766834	6779121.265738587	104552	138047	189512	-0.11380028074264015	1.619319578104541	6.244181818105891e-4	-0.1150241403789889	-0.11257642110629139
mean_skew	[0.05,0.2)	PLS	313963	313022	51076.427	30089.251579	313720	86324.60595887485	1640181.6259570287	40148	109027	116234	0.27516449687260885	5.152471349171165	0.004052627523200882	0.2672213469271351	0.2831076468180826
mean_skew	[0.05,0.2)	dELS	11150681	11148116	2075569.804	1840973.8854980003	11134829	-625822.7076987294	26637324.95422929	509217	860464	1341812	-0.05620406992318691	2.3890940363880135	4.6320671451373574e-4	-0.057111955083633835	-0.05529618476273999
mean_skew	[0.05,0.2)	non-cCRE	46523755	46499324	8207783.258999991	6971771.180948983	45962942	-7068293.57159667	57314339.16248618	591546	1247765	268865	-0.15378244437870556	1.2233194498902877	1.631420933911197e-4	-0.15410220288175216	-0.15346268587565895
mean_skew	[0.05,0.2)	pELS	1700743	1699282	289315.886	213072.229398	1698953	41004.2370044001	4556654.496905348	98582	395931	286391	0.02413500373724294	2.681455897218994	0.0012563037231870038	0.02167264843979641	0.026597359034689468
mean_skew	[0.2,0.5)	Other cCREs	667583	666974	144814.014	171977.746984	662930	-99780.71989298672	1044299.4915694668	14037	25934	38311	-0.15051471481602388	1.552626337014426	0.0015303812563798964	-0.15351426207852847	-0.1475151675535193
mean_skew	[0.2,0.5)	PLS	90126	89984	14702.7	9000.873186	90065	49253.06397302752	556200.0747032574	15079	32706	37790	0.5468613109757122	5.876548671715635	0.008077614857465712	0.5310291858550794	0.562693436096345
mean_skew	[0.2,0.5)	dELS	1965695	1965104	410725.89	456709.371276	1962468	-120462.2980002238	4755142.694265989	91144	173052	313389	-0.06138306357108692	2.4192755085155175	0.00111030264014932	-0.06355925674577959	-0.05920687039639425
mean_skew	[0.2,0.5)	non-cCRE	5469817	5465663	1097316.176	1242129.829532	5413034	-927647.2686759564	6956406.747256499	67586	191483	54242	-0.17137288786214097	1.2557531343160244	4.8165021438323303e-4	-0.1723169222823321	-0.17042885344194983
mean_skew	[0.2,0.5)	pELS	341338	341026	62004.751	53277.346503	340898	46903.91304374405	1072494.9119457202	26040	88786	78155	0.13758928783314672	3.1271657889434157	0.0030287486006901304	0.13165294057579408	0.14352563509049937
mean_skew	[0.5,1.0)	Other cCREs	138054	137923	32564.364	43028.278932	136967	-26907.176962325335	219236.9332939707	2535	5535	8905	-0.19645007164006903	1.5620739194551194	0.0033770914321069206	-0.2030691708469986	-0.18983097243313946
mean_skew	[0.5,1.0)	PLS	22121	22082	3744.936	2420.061784	22112	15838.655993747749	153735.72575786046	4216	8118	9445	0.7162923296738309	6.439809052381009	0.01706563616182179	0.6828436827966602	0.7497409765510017
mean_skew	[0.5,1.0)	dELS	430682	430562	100076.533	125478.202031	430015	-45979.97994193973	1053573.761858926	19199	40128	78481	-0.10692645591883941	2.4386584752136327	0.0023814073466048736	-0.11159401431818497	-0.10225889751949385
mean_skew	[0.5,1.0)	non-cCRE	980225	979565	205153.035	246698.509443	971731	-188892.2386758631	1270950.02350537	11061	39341	12659	-0.1943873753907852	1.2701385744985532	0.0011432797837535034	-0.19662820376694207	-0.19214654701462835
mean_skew	[0.5,1.0)	pELS	79046	78971	14929.523	13674.780841	78929	14842.88599718642	274456.0389814463	6890	21373	20243	0.18805364311199205	3.441931636369595	0.006603631337603603	0.17511052569028898	0.2009967605336951
mean_skew	[1.0,1.5)	Other cCREs	23107	23092	5278.003	7047.858627	22927	-5384.609001244767	35178.06356517144	336	923	1566	-0.23485885642451113	1.4792567588260475	0.008032452493043227	-0.2506024633108759	-0.2191152495381464
mean_skew	[1.0,1.5)	PLS	3727	3724	594.125	325.030951	3724	3048.672004914376	27979.369480083056	753	1352	1497	0.8186552107718518	6.844898806695039	0.0428724872489909	0.7346251357638296	0.902685285779874
mean_skew	[1.0,1.5)	dELS	75500	75485	17670.426	23087.171904	75365	-8887.001986477291	183639.34996868137	3317	7135	14191	-0.11791948499273258	2.4227933664787775	0.005669873065443025	-0.1290324362010009	-0.10680653378446425
mean_skew	[1.0,1.5)	non-cCRE	152273	152195	27095.078	27905.057914	150883	-36441.56995941722	206713.93752476756	1517	6824	2222	-0.24152203998738903	1.3117038162791186	0.0029484769417529983	-0.2473010547932249	-0.23574302518155316
mean_skew	[1.0,1.5)	pELS	14644	14615	2638.653	2330.116897	14627	2320.8770037000063	48006.28471395328	1222	4119	4030	0.15867074613386248	3.2570784512574376	0.014922324467132745	0.1294229901782823	0.18791850208944266
mean_skew	[1.5,Inf)	Other cCREs	6592	6590	1126.614	1044.569308	6550	-1630.276994159213	10402.583409095732	96	255	342	-0.24889725101667373	1.5264638795012642	0.015265907131072957	-0.27881842899357673	-0.21897607303977074
mean_skew	[1.5,Inf)	PLS	821	817	130.861	74.659995	821	532.96800020081	4874.291246969352	138	277	332	0.649169305969318	5.522322902652606	0.08201425043765821	0.4884213751115079	0.8099172368271281
mean_skew	[1.5,Inf)	dELS	20982	20976	3825.131	3813.753021	20949	-3189.432994213538	48660.98806490829	810	2045	3633	-0.1522475055713179	2.2997615451285287	0.010477550325362031	-0.17278350420902747	-0.1317115069336083
mean_skew	[1.5,Inf)	non-cCRE	42349	42330	5854.89	3372.235668	41947	-12649.381987916076	61633.57712050998	371	1785	594	-0.3015562969441456	1.3784169248462792	0.0057324443251031785	-0.3127918878213478	-0.2903207060669434
mean_skew	[1.5,Inf)	pELS	4265	4251	675.9159999999999	458.024594	4260	775.1930023320024	13229.274346676284	368	1201	1159	0.18197018834084563	3.0730716905474114	0.026858487133761197	0.1293275535586737	0.23461282312301757
