Term	Rank	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
GPER1 Signaling	117	0.0931919953621013	0.251878371871499	0	0	10.7248062015504	25.4509673242346	GNG4
Diseases of DNA Repair	118	0.0931919953621013	0.251878371871499	0	0	10.7248062015504	25.4509673242346	RMI2
Cell Cycle Checkpoints	119	0.0941053251053984	0.251878371871499	0	0	4.06035868893012	9.59601071932131	RMI2;PSMD12
SCF(Skp2)-mediated Degradation of P27 P21	120	0.0952085741754578	0.251878371871499	0	0	10.4804292929293	24.6466712582413	PSMD12
Defective CFTR Causes Cystic Fibrosis	121	0.0952085741754578	0.251878371871499	0	0	10.4804292929293	24.6466712582413	PSMD12
Activation of NF-kappaB in B Cells	122	0.0972207894505928	0.251878371871499	0	0	10.2469135802469	23.8832060115263	PSMD12
Signaling by EGFR	123	0.0972207894505928	0.251878371871499	0	0	10.2469135802469	23.8832060115263	STAM2
G Alpha (Z) Signalling Events	124	0.0992286503550749	0.251878371871499	0	0	10.0235507246377	23.1576948334135	GNG4
Oxygen-dependent Proline Hydroxylation of Hypoxia-inducible Factor Alpha	125	0.0992286503550749	0.251878371871499	0	0	10.0235507246377	23.1576948334135	PSMD12
Epigenetic Regulation of Gene Expression	126	0.100302324510082	0.251878371871499	0	0	3.90595238095238	8.98199688925387	SS18L1;TET3
Hedgehog Ligand Biogenesis	127	0.101232166068673	0.251878371871499	0	0	9.8096926713948	22.4675190164632	PSMD12
Heparan Sulfate Heparin (HS-GAG) Metabolism	128	0.101232166068673	0.251878371871499	0	0	9.8096926713948	22.4675190164632	HPSE2
Asymmetric Localization of PCP Proteins	129	0.103231345734613	0.251878371871499	0	0	9.60474537037037	21.8102899545303	PSMD12
Proteasome Assembly	130	0.103231345734613	0.251878371871499	0	0	9.60474537037037	21.8102899545303	PSMD12
p53-Dependent G1 DNA Damage Response	131	0.105226198455375	0.251878371871499	0	0	9.40816326530612	21.183824723374	PSMD12
p53-Dependent G1 S DNA Damage Checkpoint	132	0.105226198455375	0.251878371871499	0	0	9.40816326530612	21.183824723374	PSMD12
Aquaporin-mediated Transport	133	0.105226198455375	0.251878371871499	0	0	9.40816326530612	21.183824723374	GNG4
Autodegradation of Cdh1 by Cdh1 APC C	134	0.107216733355278	0.251878371871499	0	0	9.21944444444444	20.5861246770311	PSMD12
GABA Receptor Activation	135	0.107216733355278	0.251878371871499	0	0	9.21944444444444	20.5861246770311	GNG4
Regulation of PTEN Stability and Activity	136	0.107216733355278	0.251878371871499	0	0	9.21944444444444	20.5861246770311	PSMD12
Regulation of RAS by GAPs	137	0.107216733355278	0.251878371871499	0	0	9.21944444444444	20.5861246770311	PSMD12
Regulation of Endogenous Retroelements by Piwi-interacting RNAs (piRNAs)	138	0.107216733355278	0.251878371871499	0	0	9.21944444444444	20.5861246770311	SS18L1
Signal Transduction	139	0.108203707528681	0.251878371871499	0	0	1.80749734025909	4.01940349854195	FARP1;WNT10A;PSMD12;BAIAP2L1;PLPPR3;GNG4;FAM169A;STAM2
APC C Cdc20 Mediated Degradation of Securin	140	0.109202959499722	0.251878371871499	0	0	9.03812636165577	20.015356653722	PSMD12
