skew_type	skew_bin	ccre_class	cell_line	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint
SKNSH_skew	[-0.05,0.05)	Inactive cCRE	H1	62500642	62467235	14356237.820999978	18011559.722723074	62372121	3110694.705248239	125305841.11308603	2790697	4217370	4705042
SKNSH_skew	[-0.05,0.05)	Inactive cCRE	HCT116	62062461	62029761	14279673.652999979	17925170.193467073	61934429	3219374.242117565	125619648.8866902	2805283	4133475	4618474
SKNSH_skew	[-0.05,0.05)	Inactive cCRE	HepG2	62065699	62032332	14263635.98999998	17890651.829752073	61936967	3144216.822277146	125329713.6936805	2794434	4124801	4686639
SKNSH_skew	[-0.05,0.05)	Inactive cCRE	K562	61009664	60976590	14054356.81299998	17704505.998045072	60882472	3190130.015147709	123402925.30727951	2760701	3871668	4473995
SKNSH_skew	[-0.05,0.05)	Inactive cCRE	MCF-7	62217619	62184612	14222860.60199998	17782368.505476072	62087620	3370079.7000588463	125627495.75522605	2806814	4108348	4707439
SKNSH_skew	[-0.05,0.05)	Inactive cCRE	SK-N-SH	61860816	61828006	14145117.254999978	17741640.78666507	61731220	2874418.7856595237	122174670.28078519	2698757	3972604	4579239
SKNSH_skew	[-0.05,0.05)	Other cCREs	H1	1670890	1670517	343243.996	336511.553886	1668268	91607.85375751821	5368697.652317664	110576	260719	441286
SKNSH_skew	[-0.05,0.05)	Other cCREs	HCT116	1377758	1377210	268859.732	262368.494256	1375090	3905.43892812289	3203668.018038579	64787	164467	333591
SKNSH_skew	[-0.05,0.05)	Other cCREs	HepG2	1419057	1418699	291262.834	297261.138498	1417134	14191.020829302292	3693956.396506397	71992	200529	332883
SKNSH_skew	[-0.05,0.05)	Other cCREs	K562	1902097	1901637	402321.058	420705.1234	1899494	-9207.698054391745	4421515.040851164	87097	267794	417644
SKNSH_skew	[-0.05,0.05)	Other cCREs	MCF-7	1531085	1530413	376408.393	457464.236575	1530086	-170405.5810549202	3980095.7231133846	68792	220801	299616
SKNSH_skew	[-0.05,0.05)	Other cCREs	SK-N-SH	2092455	2091544	518333.436	596017.047954	2090968	203667.0884726786	7251206.194219446	167019	395722	462002
SKNSH_skew	[-0.05,0.05)	PLS	H1	311869	311780	49196.194	18893.521338	311742	72663.27900620984	1835155.8672246032	41564	128610	155188
SKNSH_skew	[-0.05,0.05)	PLS	HCT116	289983	289885	46372.137	19063.339973	289915	51878.58200980712	1643065.45368026	36220	124158	145595
SKNSH_skew	[-0.05,0.05)	PLS	HepG2	270061	269985	43168.39	18659.69839	269934	40470.01801157789	1580150.4899883668	33288	116712	133486
SKNSH_skew	[-0.05,0.05)	PLS	K562	306851	306757	49404.075	20752.557899	306698	53514.20697410428	1668049.4865451972	36935	130786	149946
SKNSH_skew	[-0.05,0.05)	PLS	MCF-7	312797	312688	50894.042	20936.740992	312670	75021.78402076114	1720990.8359872424	40911	132216	157174
SKNSH_skew	[-0.05,0.05)	PLS	SK-N-SH	351378	351243	56813.346	22456.115994	351191	101007.83399723866	1995448.2359682058	47930	145122	171560
SKNSH_skew	[-0.05,0.05)	dELS	H1	279535	279510	60064.909	63602.202777	279386	70994.62393523731	1125601.6578364382	26259	44991	79614
SKNSH_skew	[-0.05,0.05)	dELS	HCT116	775164	774819	171758.831	196289.098501	774537	51232.33989961538	2392039.3563013044	47134	127310	206063
SKNSH_skew	[-0.05,0.05)	dELS	HepG2	808142	808076	176004.824	197017.0035	807717	121669.9388619662	2464009.9702955578	56672	134144	178371
SKNSH_skew	[-0.05,0.05)	dELS	K562	896516	896428	196479.394	217752.586966	895803	38787.09791350115	2517735.8940281863	47021	140023	186565
SKNSH_skew	[-0.05,0.05)	dELS	MCF-7	486933	486886	120282.598	145480.682304	486570	24353.8449469821	1695841.471840663	34891	98447	140472
SKNSH_skew	[-0.05,0.05)	dELS	SK-N-SH	268710	268705	60219.938	61547.815308	268536	93615.00884041486	1467250.6321418951	33794	52907	91238
SKNSH_skew	[-0.05,0.05)	non-cCRE	H1	273884378	273753758	59538225.78699942	73169139.36130258	270813641	-24663957.176988162	302122585.7116434	3839602	5827622	917578
SKNSH_skew	[-0.05,0.05)	non-cCRE	HCT116	273884378	273753758	59538225.78699942	73169139.36130258	270813641	-24663957.176988162	302122585.7116434	3839602	5827622	917578
SKNSH_skew	[-0.05,0.05)	non-cCRE	HepG2	273884378	273753758	59538225.78699942	73169139.36130258	270813641	-24663957.176988162	302122585.7116434	3839602	5827622	917578
SKNSH_skew	[-0.05,0.05)	non-cCRE	K562	273884378	273753758	59538225.78699942	73169139.36130258	270813641	-24663957.176988162	302122585.7116434	3839602	5827622	917578
SKNSH_skew	[-0.05,0.05)	non-cCRE	MCF-7	273884378	273753758	59538225.78699942	73169139.36130258	270813641	-24663957.176988162	302122585.7116434	3839602	5827622	917578
SKNSH_skew	[-0.05,0.05)	non-cCRE	SK-N-SH	273884378	273753758	59538225.78699942	73169139.36130258	270813641	-24663957.176988162	302122585.7116434	3839602	5827622	917578
SKNSH_skew	[-0.05,0.05)	pELS	H1	240124	240066	36973.156	17100.934386	240054	62233.73903240254	1101512.7847163237	25550	95057	97034
SKNSH_skew	[-0.05,0.05)	pELS	HCT116	497694	497433	79051.723	44776.808913	497600	81803.59802449809	1878387.360470722	41222	197337	174441
SKNSH_skew	[-0.05,0.05)	pELS	HepG2	440101	440016	71644.038	44078.264970000004	439819	87646.40099961548	1668978.524710188	38260	170561	146785
SKNSH_skew	[-0.05,0.05)	pELS	K562	887932	887696	143154.736	83951.6688	887104	134970.57899868666	2726583.3464769693	62892	336476	250014
SKNSH_skew	[-0.05,0.05)	pELS	MCF-7	454626	454509	75270.441	41417.769763	454625	109144.45300793972	1712385.2890136312	43238	186935	173463
SKNSH_skew	[-0.05,0.05)	pELS	SK-N-SH	429701	429610	65232.101	26006.169189	429656	135485.4840097528	1848233.7320662334	47146	180392	174125
SKNSH_skew	[-0.2,-0.05)	Inactive cCRE	H1	19638161	19627550	10489087.809999997	19910665.43035201	19583520	-1422896.2212830505	45991579.20719604	868976	1601904	2277264
SKNSH_skew	[-0.2,-0.05)	Inactive cCRE	HCT116	19578232	19567779	10463889.416999998	19844962.18477501	19523858	-1380580.648263223	46391764.33494661	880503	1586974	2256036
SKNSH_skew	[-0.2,-0.05)	Inactive cCRE	HepG2	19626375	19615695	10437138.666999996	19779343.630139012	19571238	-1358871.9782715729	46442174.78011558	883516	1588684	2308141
SKNSH_skew	[-0.2,-0.05)	Inactive cCRE	K562	19106333	19095740	10250979.007999998	19528343.843804013	19051978	-1358091.1293541894	45185889.65641087	857392	1464607	2156523
SKNSH_skew	[-0.2,-0.05)	Inactive cCRE	MCF-7	19518962	19508393	10362022.205999997	19648904.792500008	19463230	-1283116.5072462596	45994562.62357334	875485	1548804	2279756
SKNSH_skew	[-0.2,-0.05)	Inactive cCRE	SK-N-SH	19275638	19265132	10278524.311999997	19575932.623470012	19220015	-1506413.1070810377	44115216.076142445	819939	1470470	2194780
SKNSH_skew	[-0.2,-0.05)	Other cCREs	H1	835026	834737	316873.677	461632.520727	833272	33922.69192189212	2974899.653834769	63283	144333	293194
SKNSH_skew	[-0.2,-0.05)	Other cCREs	HCT116	587871	587558	219622.703	333749.355355	586040	6012.8919276716015	1746265.0426577749	36209	77049	200659
SKNSH_skew	[-0.2,-0.05)	Other cCREs	HepG2	613353	613141	251774.122	390678.399038	612212	-6672.832012989316	1946719.981626151	38562	97934	203638
SKNSH_skew	[-0.2,-0.05)	Other cCREs	K562	856364	856140	360723.545	560733.761519	854994	-30562.56701959682	2485372.7760059605	49034	134776	265251
SKNSH_skew	[-0.2,-0.05)	Other cCREs	MCF-7	725146	724840	348800.119	581898.762829	724599	-116616.03404812809	2289895.69396784	39372	116602	196554
SKNSH_skew	[-0.2,-0.05)	Other cCREs	SK-N-SH	1068568	1068174	500366.348	787355.468798	1067813	21071.20880923201	4087785.321934484	88568	215669	305855
SKNSH_skew	[-0.2,-0.05)	PLS	H1	227280	227218	41596.906	18969.420248	227183	117499.91298878402	1481143.163937288	38968	94591	124593
SKNSH_skew	[-0.2,-0.05)	PLS	HCT116	210547	210485	39404.405	19673.258667	210490	98339.97498667812	1324366.2568136032	34558	90154	116263
SKNSH_skew	[-0.2,-0.05)	PLS	HepG2	195496	195447	37512.087	20888.325831	195399	83930.0099555137	1246639.0571195025	31493	84600	107070
SKNSH_skew	[-0.2,-0.05)	PLS	K562	219085	219025	41830.78	21949.944162	218983	98632.2679801677	1332595.8260120838	34948	93515	119179
SKNSH_skew	[-0.2,-0.05)	PLS	MCF-7	228426	228364	43213.062	21372.479584	228329	119319.23999588883	1420541.305575867	38874	96511	126067
SKNSH_skew	[-0.2,-0.05)	PLS	SK-N-SH	253254	253177	47511.351	22179.615327	253132	143863.59398544423	1609137.8602526004	44356	105084	137189
SKNSH_skew	[-0.2,-0.05)	dELS	H1	144363	144340	59079.116	89900.908518	144255	33800.33099146524	654321.8984603918	15141	26515	54944
SKNSH_skew	[-0.2,-0.05)	dELS	HCT116	354258	354125	153995.467	251626.594991	353924	19697.839973222708	1247695.590603656	25979	65521	131126
SKNSH_skew	[-0.2,-0.05)	dELS	HepG2	328578	328546	154617.311	257662.415765	328426	32402.06099016043	1213271.5700609589	26712	62475	103967
SKNSH_skew	[-0.2,-0.05)	dELS	K562	398259	398177	182299.021	297869.745473	397878	1270.7970070273059	1296278.7444859599	24653	70790	120806
SKNSH_skew	[-0.2,-0.05)	dELS	MCF-7	257014	256977	122627.226	200346.679592	256753	4560.640927509636	1006256.5602073999	20642	55791	97073
SKNSH_skew	[-0.2,-0.05)	dELS	SK-N-SH	147348	147340	61591.399	88129.968795	147230	46221.03992921534	844914.7253495022	19449	31704	63592
SKNSH_skew	[-0.2,-0.05)	non-cCRE	H1	53541340	53504032	27722423.72999999	55450851.77569992	52789122	-9423160.390443616	74187208.31979115	819597	1506152	394688
SKNSH_skew	[-0.2,-0.05)	non-cCRE	HCT116	53541340	53504032	27722423.72999999	55450851.77569992	52789122	-9423160.390443616	74187208.31979115	819597	1506152	394688
SKNSH_skew	[-0.2,-0.05)	non-cCRE	HepG2	53541340	53504032	27722423.72999999	55450851.77569992	52789122	-9423160.390443616	74187208.31979115	819597	1506152	394688
SKNSH_skew	[-0.2,-0.05)	non-cCRE	K562	53541340	53504032	27722423.72999999	55450851.77569992	52789122	-9423160.390443616	74187208.31979115	819597	1506152	394688
SKNSH_skew	[-0.2,-0.05)	non-cCRE	MCF-7	53541340	53504032	27722423.72999999	55450851.77569992	52789122	-9423160.390443616	74187208.31979115	819597	1506152	394688
SKNSH_skew	[-0.2,-0.05)	non-cCRE	SK-N-SH	53541340	53504032	27722423.72999999	55450851.77569992	52789122	-9423160.390443616	74187208.31979115	819597	1506152	394688
SKNSH_skew	[-0.2,-0.05)	pELS	H1	140246	140215	29199.853	20335.330433	140207	67428.97204501614	725980.951655158	19365	56393	68148
SKNSH_skew	[-0.2,-0.05)	pELS	HCT116	254168	254113	58925.37	51492.21649	254125	86285.62803975858	1117833.6500620164	28484	104038	114059
SKNSH_skew	[-0.2,-0.05)	pELS	HepG2	221274	221231	54795.174999999996	52930.839504999996	221162	78968.4260029964	979119.4861614686	25450	90043	95327
SKNSH_skew	[-0.2,-0.05)	pELS	K562	405035	404978	100005.008	92606.31532	404604	118506.31805069887	1527787.8721687782	39706	160048	156384
SKNSH_skew	[-0.2,-0.05)	pELS	MCF-7	255528	255486	59174.749	48980.895773000004	255526	105608.34703509645	1116668.69175924	31360	106028	118693
SKNSH_skew	[-0.2,-0.05)	pELS	SK-N-SH	240268	240237	47843.952	27905.933888	240247	125012.95102125242	1170870.8914046038	33421	100809	116727
SKNSH_skew	[-0.5,-0.2)	Inactive cCRE	H1	3750613	3748238	2094478.422	3986900.833248	3738477	-334944.4459102208	9516757.177660262	177300	345823	679732
SKNSH_skew	[-0.5,-0.2)	Inactive cCRE	HCT116	3731687	3729344	2082546.947	3958024.949785	3719637	-338193.7008375615	9507257.53907076	177133	343181	668887
SKNSH_skew	[-0.5,-0.2)	Inactive cCRE	HepG2	3779410	3776963	2090635.641	3965739.360187	3766935	-306266.37686517276	9730646.59403177	183916	349011	700067
SKNSH_skew	[-0.5,-0.2)	Inactive cCRE	K562	3625836	3623427	2032328.2349999999	3883415.521215	3613571	-331995.4739341306	9221433.566997651	171388	314021	638192
SKNSH_skew	[-0.5,-0.2)	Inactive cCRE	MCF-7	3733433	3731006	2069531.023	3932914.357173	3720740	-308113.52990318945	9524287.649442114	178124	334202	686121
SKNSH_skew	[-0.5,-0.2)	Inactive cCRE	SK-N-SH	3687981	3685558	2060553.9139999999	3936076.039872	3675313	-387620.5628874527	9012108.363622041	162517	316727	667519
SKNSH_skew	[-0.5,-0.2)	Other cCREs	H1	237664	237512	86329.995	121859.278185	236891	72465.90291815846	1101344.574722492	27074	43892	114963
SKNSH_skew	[-0.5,-0.2)	Other cCREs	HCT116	168262	168117	61618.163	91971.869067	167459	65370.41489358732	818545.5808055075	20115	22580	83287
SKNSH_skew	[-0.5,-0.2)	Other cCREs	HepG2	165582	165509	65763.987	99583.514817	165165	55687.11791616319	801981.0752169174	19454	28414	79948
SKNSH_skew	[-0.5,-0.2)	Other cCREs	K562	240285	240209	100076.731	153339.977447	239812	56642.946946213386	1016111.4561335726	24073	39798	107562
SKNSH_skew	[-0.5,-0.2)	Other cCREs	MCF-7	190669	190582	85354.683	137212.632175	190489	24126.50994974423	824692.8807856818	18203	32558	76364
SKNSH_skew	[-0.5,-0.2)	Other cCREs	SK-N-SH	267691	267590	114013.767	171262.600503	267452	78595.89995032556	1307745.1889293054	32273	57123	106972
SKNSH_skew	[-0.5,-0.2)	PLS	H1	94710	94689	16442.777	6856.192597	94661	114518.47901188096	872815.3730392487	25505	40233	56795
SKNSH_skew	[-0.5,-0.2)	PLS	HCT116	88506	88482	15691.15	7204.02237	88480	102577.25301669791	790400.45697972	23286	38247	53327
SKNSH_skew	[-0.5,-0.2)	PLS	HepG2	82434	82417	14846.765	7337.587331	82385	92637.58100511982	737356.8871105614	21350	35988	49310
SKNSH_skew	[-0.5,-0.2)	PLS	K562	90585	90566	16337.116	7895.421182	90549	102035.75601311949	790173.9222113516	23218	38963	54191
SKNSH_skew	[-0.5,-0.2)	PLS	MCF-7	94528	94509	16702.879	7350.305861	94479	114502.1330024884	852291.8722528109	25484	40393	56987
SKNSH_skew	[-0.5,-0.2)	PLS	SK-N-SH	102957	102932	18091.589	7572.737367	102905	128072.30701683438	939642.0668511054	28091	43341	61435
SKNSH_skew	[-0.5,-0.2)	dELS	H1	41903	41895	15958.333	23198.306125	41860	18927.993009867958	222535.3819325612	5655	8024	21038
SKNSH_skew	[-0.5,-0.2)	dELS	HCT116	105275	105240	45128.947	72976.467065	105159	26059.82495367761	443094.36349342664	10885	20488	50786
SKNSH_skew	[-0.5,-0.2)	dELS	HepG2	78671	78661	36201.601	59109.408063	78642	21475.66097383713	358042.2605643038	8617	16165	34476
SKNSH_skew	[-0.5,-0.2)	dELS	K562	106513	106477	47967.726	77358.520694	106405	15197.900000959979	413853.26489604975	9136	20504	45079
SKNSH_skew	[-0.5,-0.2)	dELS	MCF-7	74417	74397	33613.731999999996	53732.439512	74338	17637.83997968412	351548.5973728821	8413	16880	36271
SKNSH_skew	[-0.5,-0.2)	dELS	SK-N-SH	41484	41478	16186.559	22255.077963	41441	26287.73596529467	284015.0862664401	7269	9580	22248
SKNSH_skew	[-0.5,-0.2)	non-cCRE	H1	6578404	6566660	4330229.148	8756771.892154003	6487333	-2003378.0764236501	10194804.959266283	79541	241083	91853
SKNSH_skew	[-0.5,-0.2)	non-cCRE	HCT116	6578404	6566660	4330229.148	8756771.892154003	6487333	-2003378.0764236501	10194804.959266283	79541	241083	91853
SKNSH_skew	[-0.5,-0.2)	non-cCRE	HepG2	6578404	6566660	4330229.148	8756771.892154003	6487333	-2003378.0764236501	10194804.959266283	79541	241083	91853
SKNSH_skew	[-0.5,-0.2)	non-cCRE	K562	6578404	6566660	4330229.148	8756771.892154003	6487333	-2003378.0764236501	10194804.959266283	79541	241083	91853
SKNSH_skew	[-0.5,-0.2)	non-cCRE	MCF-7	6578404	6566660	4330229.148	8756771.892154003	6487333	-2003378.0764236501	10194804.959266283	79541	241083	91853
SKNSH_skew	[-0.5,-0.2)	non-cCRE	SK-N-SH	6578404	6566660	4330229.148	8756771.892154003	6487333	-2003378.0764236501	10194804.959266283	79541	241083	91853
SKNSH_skew	[-0.5,-0.2)	pELS	H1	46057	46052	9127.267	5797.552813	46055	44705.582007144236	331841.8940329029	9789	18670	26198
SKNSH_skew	[-0.5,-0.2)	pELS	HCT116	77217	77203	17351.587	14434.854681	77209	59859.71901042936	485996.4610380556	13904	32146	42439
SKNSH_skew	[-0.5,-0.2)	pELS	HepG2	64850	64836	14888.8	12842.29257	64817	52139.528006883236	417267.5844639162	11986	27064	34925
SKNSH_skew	[-0.5,-0.2)	pELS	K562	107728	107707	25626.986	22602.72243	107607	73792.38201066827	603722.1911488441	17508	43356	53702
SKNSH_skew	[-0.5,-0.2)	pELS	MCF-7	77900	77892	17134.477	13402.428247	77898	67520.55800810353	492473.40153398056	15099	32609	42983
SKNSH_skew	[-0.5,-0.2)	pELS	SK-N-SH	70834	70828	13490.965	7445.707263	70833	70338.13099182899	501783.69571857416	15173	29871	40552
SKNSH_skew	[-1.0,-0.5)	Inactive cCRE	H1	964270	963887	620084.687	1225191.543529	961317	-84524.05904049228	2745472.1019928115	50821	91363	235731
SKNSH_skew	[-1.0,-0.5)	Inactive cCRE	HCT116	950238	949861	615006.404	1214584.79749	947287	-94417.81598296578	2688657.861418365	49081	89652	226846
SKNSH_skew	[-1.0,-0.5)	Inactive cCRE	HepG2	972309	971913	618540.475	1217758.374597	969247	-74044.78000414468	2818214.8851661375	53046	92168	240622
SKNSH_skew	[-1.0,-0.5)	Inactive cCRE	K562	922148	921773	596217.834	1183309.411136	919228	-90196.21399098136	2596871.0019044993	47627	81859	217618
SKNSH_skew	[-1.0,-0.5)	Inactive cCRE	MCF-7	961489	961118	612204.748	1206967.160166	958419	-74174.05302682183	2748679.4280647887	51259	88709	238085
SKNSH_skew	[-1.0,-0.5)	Inactive cCRE	SK-N-SH	955519	955137	612258.232	1212171.539362	952421	-100130.02801057872	2602116.164419524	46940	84667	236398
SKNSH_skew	[-1.0,-0.5)	Other cCREs	H1	73044	73019	29002.859	42201.227129	72839	46467.22800458943	484748.71484973555	12033	13443	41928
SKNSH_skew	[-1.0,-0.5)	Other cCREs	HCT116	55352	55326	20974.025	31423.344141	55160	43997.74497696338	405723.59188734594	9849	7270	32933
SKNSH_skew	[-1.0,-0.5)	Other cCREs	HepG2	52708	52696	22540.797	34863.568729	52627	40675.97297720449	393535.4797586085	9540	9018	31295
SKNSH_skew	[-1.0,-0.5)	Other cCREs	K562	78715	78687	36428.348	57988.803878	78548	44035.30096921419	498514.5388415481	11752	12843	42381
SKNSH_skew	[-1.0,-0.5)	Other cCREs	MCF-7	56604	56579	28105.858	46409.708082	56532	25841.143018719853	369450.22527461505	8286	9508	28289
SKNSH_skew	[-1.0,-0.5)	Other cCREs	SK-N-SH	74389	74367	35633.498	55510.949988	74323	43626.18001305112	512307.7164142328	12478	16162	36142
SKNSH_skew	[-1.0,-0.5)	PLS	H1	33777	33775	5741.416	2292.507134	33755	74463.00699976762	487496.0825958108	13881	14659	21928
SKNSH_skew	[-1.0,-0.5)	PLS	HCT116	32007	32005	5641.758	2703.729056	31998	68600.41700514698	449230.91339597135	12926	14121	20873
SKNSH_skew	[-1.0,-0.5)	PLS	HepG2	30161	30160	5459.354	2862.67223	30139	63832.120006658355	421445.59810389753	12029	13391	19649
SKNSH_skew	[-1.0,-0.5)	PLS	K562	32518	32517	5866.67	3052.830218	32507	68195.05000882431	447044.78028796526	12856	14261	21118
SKNSH_skew	[-1.0,-0.5)	PLS	MCF-7	33352	33351	5781.573	2555.128517	33330	73149.0159864051	474813.77403609117	13704	14665	21716
SKNSH_skew	[-1.0,-0.5)	PLS	SK-N-SH	35502	35497	6092.968	2478.53464	35480	78708.76398528008	510503.93105195084	14686	15450	22928
SKNSH_skew	[-1.0,-0.5)	dELS	H1	12848	12847	5472.252	8317.646836	12837	8837.636984874141	86198.62723854865	2212	2490	7232
SKNSH_skew	[-1.0,-0.5)	dELS	HCT116	37110	37106	16061.261	26263.627031	37071	19415.976970500433	199728.3590814379	5379	7093	20728
SKNSH_skew	[-1.0,-0.5)	dELS	HepG2	23397	23396	11930.184	20170.28588	23391	11324.810984933985	139587.98382253858	3452	4972	12216
SKNSH_skew	[-1.0,-0.5)	dELS	K562	34410	34406	16883.22	28142.725266	34367	10765.54297969024	162931.78141116299	3923	6546	17368
SKNSH_skew	[-1.0,-0.5)	dELS	MCF-7	24102	24089	12053.822	19916.203922	24074	11168.049973280871	147817.90917549786	3726	5401	13642
SKNSH_skew	[-1.0,-0.5)	dELS	SK-N-SH	12625	12624	5304.778	7513.652206	12618	13049.96296983538	116947.2250361029	2939	2914	7601
SKNSH_skew	[-1.0,-0.5)	non-cCRE	H1	1222286	1220503	965227.591	2052359.711795	1207474	-442305.6943390965	2052872.5778958562	13744	51829	24614
SKNSH_skew	[-1.0,-0.5)	non-cCRE	HCT116	1222286	1220503	965227.591	2052359.711795	1207474	-442305.6943390965	2052872.5778958562	13744	51829	24614
SKNSH_skew	[-1.0,-0.5)	non-cCRE	HepG2	1222286	1220503	965227.591	2052359.711795	1207474	-442305.6943390965	2052872.5778958562	13744	51829	24614
SKNSH_skew	[-1.0,-0.5)	non-cCRE	K562	1222286	1220503	965227.591	2052359.711795	1207474	-442305.6943390965	2052872.5778958562	13744	51829	24614
SKNSH_skew	[-1.0,-0.5)	non-cCRE	MCF-7	1222286	1220503	965227.591	2052359.711795	1207474	-442305.6943390965	2052872.5778958562	13744	51829	24614
SKNSH_skew	[-1.0,-0.5)	non-cCRE	SK-N-SH	1222286	1220503	965227.591	2052359.711795	1207474	-442305.6943390965	2052872.5778958562	13744	51829	24614
SKNSH_skew	[-1.0,-0.5)	pELS	H1	14067	14067	2925.159	2047.098891	14065	21499.257009741148	148667.81259634296	4188	5955	8603
SKNSH_skew	[-1.0,-0.5)	pELS	HCT116	23299	23297	5542.925	5074.525801	23297	29146.74698883505	209242.61349013014	5900	9774	14042
SKNSH_skew	[-1.0,-0.5)	pELS	HepG2	19431	19430	4755.563	4395.122083	19409	24954.945993827878	179799.39242206587	5068	8361	11640
SKNSH_skew	[-1.0,-0.5)	pELS	K562	30215	30212	7830.301	7556.253021	30163	33943.38999173266	247221.23682807505	6977	12401	16937
SKNSH_skew	[-1.0,-0.5)	pELS	MCF-7	22459	22458	5080.372	4201.822832	22458	30758.914006896084	211822.00272225868	6160	9627	13690
SKNSH_skew	[-1.0,-0.5)	pELS	SK-N-SH	19971	19970	3936.897	2375.347323	19971	31488.191000892188	210708.30235144062	6092	8717	12353
SKNSH_skew	[-1.5,-1.0)	Inactive cCRE	H1	199535	199469	139372.59100000001	286789.989527	198844	-12581.331981065807	592336.4089940933	11318	19065	60045
SKNSH_skew	[-1.5,-1.0)	Inactive cCRE	HCT116	193789	193726	137209.029	282818.610241	193084	-15056.49497988146	578698.3390020807	10726	18343	56206
SKNSH_skew	[-1.5,-1.0)	Inactive cCRE	HepG2	200398	200334	138615.864	284592.284482	199692	-8625.822990744027	618715.1100741342	12006	19155	60433
SKNSH_skew	[-1.5,-1.0)	Inactive cCRE	K562	187601	187541	131686.93	272484.60551	186931	-13313.85298006412	555874.3374340248	10535	16833	53988
SKNSH_skew	[-1.5,-1.0)	Inactive cCRE	MCF-7	199480	199420	137955.602	283452.330392	198769	-9610.45898426056	597493.071258085	11558	18698	60558
SKNSH_skew	[-1.5,-1.0)	Inactive cCRE	SK-N-SH	199329	199266	138157.826	284779.282356	198606	-15112.993972586473	568135.7769556962	10717	18091	60841
SKNSH_skew	[-1.5,-1.0)	Other cCREs	H1	13928	13928	6168.432	9945.03545	13895	8468.142005031115	86118.02546388477	2231	2678	8020
SKNSH_skew	[-1.5,-1.0)	Other cCREs	HCT116	10845	10842	4538.92	7515.422342	10828	4891.795004476792	50168.00605298329	1339	1388	6347
SKNSH_skew	[-1.5,-1.0)	Other cCREs	HepG2	10154	10151	5014.012	8620.459142	10134	5016.852014909499	55481.0000595038	1400	1744	5950
SKNSH_skew	[-1.5,-1.0)	Other cCREs	K562	16448	16441	9027.104	15948.822572000001	16414	5455.864000049188	78160.50530884277	1910	2569	8813
SKNSH_skew	[-1.5,-1.0)	Other cCREs	MCF-7	9826	9824	5552.144	9873.348526	9814	2056.2330015648613	49825.22368814035	1099	1716	4897
SKNSH_skew	[-1.5,-1.0)	Other cCREs	SK-N-SH	12629	12626	6995.022	11783.548388	12623	6273.108007184695	80214.34500023218	1956	2832	6124
SKNSH_skew	[-1.5,-1.0)	PLS	H1	9613	9612	1697.798	721.228324	9609	29334.646995140938	189596.6888509371	5100	4394	6704
SKNSH_skew	[-1.5,-1.0)	PLS	HCT116	9325	9325	1724.403	874.730181	9322	27973.6070015825	179143.7797432586	4899	4263	6478
SKNSH_skew	[-1.5,-1.0)	PLS	HepG2	8920	8920	1699.86	962.496134	8916	26733.642002843557	172347.16981827695	4677	4126	6214
SKNSH_skew	[-1.5,-1.0)	PLS	K562	9516	9516	1822.228	1067.995244	9512	27833.28800143058	178930.44821695666	4872	4310	6594
SKNSH_skew	[-1.5,-1.0)	PLS	MCF-7	9477	9477	1736.025	861.306893	9473	28929.62999990047	185588.33611394628	5042	4329	6588
SKNSH_skew	[-1.5,-1.0)	PLS	SK-N-SH	9987	9986	1795.903	808.150539	9983	30511.762995258192	195866.35274719726	5312	4536	6927
SKNSH_skew	[-1.5,-1.0)	dELS	H1	2879	2879	1275.63	2034.246236	2874	2738.5629999761004	21916.02890367194	603	543	1741
SKNSH_skew	[-1.5,-1.0)	dELS	HCT116	9830	9829	4360.512	7389.974584	9821	7445.824997014251	62699.52889771108	1752	1810	6116
SKNSH_skew	[-1.5,-1.0)	dELS	HepG2	5358	5358	2773.136	4770.690138	5358	3762.0759962745938	33931.93939829818	927	1119	3229
SKNSH_skew	[-1.5,-1.0)	dELS	K562	9130	9130	4768.468	8353.507828	9115	4347.113998862565	49831.44856679393	1196	1696	5291
SKNSH_skew	[-1.5,-1.0)	dELS	MCF-7	5502	5497	2753.795	4694.519233	5497	3867.7830017667748	38458.8997976444	1025	1207	3444
SKNSH_skew	[-1.5,-1.0)	dELS	SK-N-SH	2948	2948	1348.607	1988.341481	2947	3564.891993565486	28092.793987418332	774	708	1891
SKNSH_skew	[-1.5,-1.0)	non-cCRE	H1	231877	231750	209694.167	465601.516569	229539	-84996.34983586486	380575.59789972333	2310	10435	5084
SKNSH_skew	[-1.5,-1.0)	non-cCRE	HCT116	231877	231750	209694.167	465601.516569	229539	-84996.34983586486	380575.59789972333	2310	10435	5084
SKNSH_skew	[-1.5,-1.0)	non-cCRE	HepG2	231877	231750	209694.167	465601.516569	229539	-84996.34983586486	380575.59789972333	2310	10435	5084
SKNSH_skew	[-1.5,-1.0)	non-cCRE	K562	231877	231750	209694.167	465601.516569	229539	-84996.34983586486	380575.59789972333	2310	10435	5084
SKNSH_skew	[-1.5,-1.0)	non-cCRE	MCF-7	231877	231750	209694.167	465601.516569	229539	-84996.34983586486	380575.59789972333	2310	10435	5084
SKNSH_skew	[-1.5,-1.0)	non-cCRE	SK-N-SH	231877	231750	209694.167	465601.516569	229539	-84996.34983586486	380575.59789972333	2310	10435	5084
SKNSH_skew	[-1.5,-1.0)	pELS	H1	3273	3273	710.844	535.03763	3272	7096.6780037552835	47003.15920920083	1259	1413	2163
