skew_type	skew_bin	ccre_class	af_class	mut_class	n	n_MR	sum_MR	sum_MR_sq	n_phyloP	sum_phyloP	sum_phyloP_sq	n_conserved	n_tf_chip_peak	n_tf_footprint
SKNSH_skew	[1.5,Inf)	Other cCREs	ULTRARARE	CpG	247	247	544.8679999999999	1273.8157879999999	245	-243.36100058164462	815.8170937884381	1	13	29
SKNSH_skew	[1.5,Inf)	Other cCREs	ULTRARARE	non-CpG-ti	2154	2154	317.184	57.276836	2143	-463.65999970014684	3244.049515298788	29	68	137
SKNSH_skew	[1.5,Inf)	Other cCREs	ULTRARARE	non-CpG-tv	1176	1176	75.449	7.164719	1164	-130.75599926582078	1755.2247408621918	21	52	80
SKNSH_skew	[1.5,Inf)	Other cCREs	ULTRARARE	unknown	1	0	0	0	0	0	0	0	0	0
SKNSH_skew	[1.5,Inf)	PLS	COMMON	CpG	1	1	2.526	6.380676	1	-0.0879999995231628	0.00774399991607666	0	0	0
SKNSH_skew	[1.5,Inf)	PLS	COMMON	non-CpG-ti	21	21	3.0060000000000002	0.47824	21	-13.513999905437233	82.41853604598934	1	9	9
SKNSH_skew	[1.5,Inf)	PLS	COMMON	non-CpG-tv	5	5	0.394	0.06851800000000001	5	5.985000073909759	15.404363301670074	2	2	2
SKNSH_skew	[1.5,Inf)	PLS	LOW_FREQ	CpG	2	2	1.962	2.849522	2	-2.5950000509619695	6.351137268686775	0	1	1
SKNSH_skew	[1.5,Inf)	PLS	LOW_FREQ	non-CpG-ti	20	20	2.985	0.499023	20	10.800000004470363	128.25833272046077	2	9	7
SKNSH_skew	[1.5,Inf)	PLS	LOW_FREQ	non-CpG-tv	8	8	1.125	0.227807	8	1.6010001823306097	58.89571839109424	1	4	1
SKNSH_skew	[1.5,Inf)	PLS	RARE	CpG	3	3	5.795	12.961933	3	-5.0930000245571225	15.066945270888848	0	1	1
SKNSH_skew	[1.5,Inf)	PLS	RARE	non-CpG-ti	53	53	8.27	1.406886	53	20.75899993069474	460.7628061988682	8	24	23
SKNSH_skew	[1.5,Inf)	PLS	RARE	non-CpG-tv	32	32	2.942	0.486638	32	36.19099972536787	264.12305665215706	7	11	10
SKNSH_skew	[1.5,Inf)	PLS	SINGLETON	CpG	34	34	23.371000000000002	29.878623	34	21.25299979001284	199.04423440618103	10	11	23
SKNSH_skew	[1.5,Inf)	PLS	SINGLETON	non-CpG-ti	507	507	75.429	13.028345	507	505.86000271525717	4364.221595658968	124	201	198
SKNSH_skew	[1.5,Inf)	PLS	SINGLETON	non-CpG-tv	365	365	33.971	5.6510810000000005	365	358.2189997881651	2830.4815624450125	75	123	152
SKNSH_skew	[1.5,Inf)	PLS	SINGLETON	unknown	1	0	0	0	1	-0.460999995470047	0.212520995823383	0	0	1
SKNSH_skew	[1.5,Inf)	PLS	ULTRARARE	CpG	33	33	38.762	67.096294	33	18.922999933362025	228.91131748012307	6	10	14
SKNSH_skew	[1.5,Inf)	PLS	ULTRARARE	non-CpG-ti	326	326	49.55	8.845072	326	391.8439989734908	3333.735343577363	85	112	115
SKNSH_skew	[1.5,Inf)	PLS	ULTRARARE	non-CpG-tv	218	218	22.9	4.221678	218	185.6660013142975	2211.755395072008	47	85	78
SKNSH_skew	[1.5,Inf)	PLS	ULTRARARE	unknown	1	0	0	0	1	0.321000009775162	0.103041006275654	0	0	0
SKNSH_skew	[1.5,Inf)	dELS	COMMON	CpG	83	83	159.42	338.975468	83	-83.57900016009809	278.1626788202537	2	13	30
SKNSH_skew	[1.5,Inf)	dELS	COMMON	non-CpG-ti	505	505	66.425	10.734429	505	-345.5830004746094	1407.7464850702597	6	48	99
SKNSH_skew	[1.5,Inf)	dELS	COMMON	non-CpG-tv	213	213	13.865	1.411221	212	-43.38400021020788	515.1661571907734	12	29	52
SKNSH_skew	[1.5,Inf)	dELS	LOW_FREQ	CpG	109	109	235.92	547.022686	109	-131.69899967312796	541.6116440163596	1	10	37
SKNSH_skew	[1.5,Inf)	dELS	LOW_FREQ	non-CpG-ti	422	422	59.417	10.145197	421	-107.4940000202042	797.1582929364802	11	42	79
SKNSH_skew	[1.5,Inf)	dELS	LOW_FREQ	non-CpG-tv	227	227	15.461	1.598639	227	16.237999781500573	511.1367627742881	14	28	35
SKNSH_skew	[1.5,Inf)	dELS	RARE	CpG	282	282	577.542	1274.901542	282	-281.72000026889145	1190.6287328971287	5	25	83
SKNSH_skew	[1.5,Inf)	dELS	RARE	non-CpG-ti	1019	1019	143.24	25.156988	1017	-90.46700077492287	2220.114534359388	47	78	182
SKNSH_skew	[1.5,Inf)	dELS	RARE	non-CpG-tv	593	593	39.9	4.100918	593	19.607998790335845	1443.6815594745506	38	55	116
SKNSH_skew	[1.5,Inf)	dELS	RARE	unknown	1	0	0	0	1	0.061999998986721	0.00384399987435341	0	0	0
SKNSH_skew	[1.5,Inf)	dELS	SINGLETON	CpG	277	277	492.585	982.280269	277	-257.6619994549545	1050.2763310643004	9	35	92
SKNSH_skew	[1.5,Inf)	dELS	SINGLETON	non-CpG-ti	10634	10634	1436.425	233.982901	10624	-761.5129985284293	23651.092341238476	486	945	1759
SKNSH_skew	[1.5,Inf)	dELS	SINGLETON	non-CpG-tv	6888	6888	413.94599999999997	38.897776	6875	464.68300035607547	16967.77506049541	355	664	1255
SKNSH_skew	[1.5,Inf)	dELS	SINGLETON	unknown	4	0	0	0	4	-0.3950000181794159	0.5254130314464579	0	0	0
SKNSH_skew	[1.5,Inf)	dELS	ULTRARARE	CpG	1130	1130	2256.199	4886.969261	1130	-1085.0619987722023	4321.800308647694	21	123	375
SKNSH_skew	[1.5,Inf)	dELS	ULTRARARE	non-CpG-ti	6791	6791	955.728	164.127156	6780	-569.5539978620365	15455.829804643274	296	606	1111
SKNSH_skew	[1.5,Inf)	dELS	ULTRARARE	non-CpG-tv	3840	3840	248.015	25.537777	3828	195.6070013905411	9400.943685174456	204	354	688
SKNSH_skew	[1.5,Inf)	dELS	ULTRARARE	unknown	6	0	0	0	5	-2.889999873936174	13.107653222366345	0	1	1
SKNSH_skew	[1.5,Inf)	non-cCRE	COMMON	CpG	93	93	197.931	471.102043	93	-104.73600055649868	269.5584176011613	0	8	8
SKNSH_skew	[1.5,Inf)	non-cCRE	COMMON	non-CpG-ti	1118	1118	145.474	23.32135	1109	-992.1530024502424	3189.4302912407634	4	39	13
SKNSH_skew	[1.5,Inf)	non-cCRE	COMMON	non-CpG-tv	468	468	29.2	2.832714	464	-193.63999970909197	762.0787923415734	2	35	9
SKNSH_skew	[1.5,Inf)	non-cCRE	LOW_FREQ	CpG	117	117	266.694	638.936292	114	-164.57200063834898	519.2114289636374	0	6	5
SKNSH_skew	[1.5,Inf)	non-cCRE	LOW_FREQ	non-CpG-ti	963	963	131.768	21.574098	957	-392.1629985094771	1571.8471169141835	4	39	11
SKNSH_skew	[1.5,Inf)	non-cCRE	LOW_FREQ	non-CpG-tv	489	489	32.956	3.23333	487	-99.69299935130402	523.6390500463295	5	17	4
SKNSH_skew	[1.5,Inf)	non-cCRE	RARE	CpG	375	375	868.323	2107.841143	372	-469.79499961808324	1434.0710451941382	1	16	8
SKNSH_skew	[1.5,Inf)	non-cCRE	RARE	non-CpG-ti	2311	2311	322.055	54.241891	2278	-686.5850006307012	3116.9928199696274	13	84	30
SKNSH_skew	[1.5,Inf)	non-cCRE	RARE	non-CpG-tv	1404	1404	92.352	9.116312	1393	-227.04199992830408	1586.8205166477744	12	63	21
SKNSH_skew	[1.5,Inf)	non-cCRE	RARE	unknown	3	0	0	0	2	0.39100000262260404	0.07972100104475019	0	0	0
SKNSH_skew	[1.5,Inf)	non-cCRE	SINGLETON	CpG	241	241	467.19	1018.047052	240	-191.28600098658364	679.1240991087686	2	19	20
SKNSH_skew	[1.5,Inf)	non-cCRE	SINGLETON	non-CpG-ti	20721	20721	2915.313	489.776539	20482	-3873.86999111576	25406.60270728632	215	692	255
SKNSH_skew	[1.5,Inf)	non-cCRE	SINGLETON	non-CpG-tv	14805	14805	923.061	83.436291	14705	-1482.802993204445	16319.801748304248	181	607	181
SKNSH_skew	[1.5,Inf)	non-cCRE	SINGLETON	unknown	13	0	0	0	9	-2.552999965846532	4.617912930729503	0	0	0
SKNSH_skew	[1.5,Inf)	non-cCRE	ULTRARARE	CpG	1174	1174	2590.477	6069.132773	1168	-1336.608996750671	4223.05616409406	10	80	48
SKNSH_skew	[1.5,Inf)	non-cCRE	ULTRARARE	non-CpG-ti	14021	14021	2018.411	348.842669	13851	-3516.8409980424913	18972.731335330733	114	498	161
SKNSH_skew	[1.5,Inf)	non-cCRE	ULTRARARE	non-CpG-tv	8671	8671	574.95	56.555774	8594	-1318.4089958091497	9920.96249094315	80	372	122
SKNSH_skew	[1.5,Inf)	non-cCRE	ULTRARARE	unknown	21	0	0	0	12	-21.06900033354759	78.22737994242117	0	2	0
SKNSH_skew	[1.5,Inf)	pELS	COMMON	CpG	8	8	12.56	25.776994	8	-8.717999935150148	65.45032716847372	1	2	3
SKNSH_skew	[1.5,Inf)	pELS	COMMON	non-CpG-ti	72	72	9.507	1.560529	72	-37.41800042241813	191.63650215086696	1	23	22
SKNSH_skew	[1.5,Inf)	pELS	COMMON	non-CpG-tv	36	36	2.999	0.338065	36	6.336999712744735	90.34105014620198	3	13	10
SKNSH_skew	[1.5,Inf)	pELS	LOW_FREQ	CpG	13	13	22.058	46.453064	13	-4.6370001398026925	12.788037050806475	0	8	2
SKNSH_skew	[1.5,Inf)	pELS	LOW_FREQ	non-CpG-ti	61	61	7.991	1.204261	61	-6.941000066697597	182.04503315480474	3	19	9
SKNSH_skew	[1.5,Inf)	pELS	LOW_FREQ	non-CpG-tv	39	39	3.379	0.497855	39	-3.4159998949617076	127.7800854269557	3	13	4
SKNSH_skew	[1.5,Inf)	pELS	RARE	CpG	35	35	66	152.475114	35	-20.47399976197631	71.87287990201162	1	9	9
SKNSH_skew	[1.5,Inf)	pELS	RARE	non-CpG-ti	192	192	26.232	4.170788	192	55.331999675370774	599.3613165710434	20	48	40
SKNSH_skew	[1.5,Inf)	pELS	RARE	non-CpG-tv	114	114	8.434	1.110568	114	57.502999871619956	466.5301580440822	10	30	25
SKNSH_skew	[1.5,Inf)	pELS	SINGLETON	CpG	81	81	75.456	123.67385	81	-1.264999751001607	402.6060318307337	7	25	38
SKNSH_skew	[1.5,Inf)	pELS	SINGLETON	non-CpG-ti	1771	1771	245.477	40.256213	1768	358.8430010690354	5856.9176449424	159	450	456
SKNSH_skew	[1.5,Inf)	pELS	SINGLETON	non-CpG-tv	1364	1364	108.975	15.181775	1364	330.0610009975499	4397.103018730551	120	399	383
SKNSH_skew	[1.5,Inf)	pELS	SINGLETON	unknown	2	0	0	0	2	2.8179999291896802	6.355489638516912	1	1	0
SKNSH_skew	[1.5,Inf)	pELS	ULTRARARE	CpG	151	151	234.708	477.05395	151	-82.52099881833416	647.3871623709662	10	31	53
SKNSH_skew	[1.5,Inf)	pELS	ULTRARARE	non-CpG-ti	1209	1209	174.33	29.842032	1209	264.482998158317	3839.6195013642846	117	312	312
SKNSH_skew	[1.5,Inf)	pELS	ULTRARARE	non-CpG-tv	845	845	79.237	13.223725	843	154.94899836601678	3016.473896743274	83	245	238
SKNSH_skew	[1.5,Inf)	pELS	ULTRARARE	unknown	4	0	0	0	4	-0.6880000010132791	0.6921859961196184	0	0	0
mean_skew	(-Inf,-1.5)	Other cCREs	COMMON	CpG	194	194	425.067	1019.645631	194	-202.76699921861302	511.28116530253004	0	14	26
mean_skew	(-Inf,-1.5)	Other cCREs	COMMON	non-CpG-ti	84	84	14.04	3.22653	83	-3.7939995313063357	52.053131155298296	0	4	15
mean_skew	(-Inf,-1.5)	Other cCREs	COMMON	non-CpG-tv	75	75	6.167	0.830371	75	-27.736000064760447	132.15482250324678	2	6	7
mean_skew	(-Inf,-1.5)	Other cCREs	LOW_FREQ	CpG	293	293	684.785	1700.755153	292	-349.4579990808852	1133.6827002399834	0	15	41
mean_skew	(-Inf,-1.5)	Other cCREs	LOW_FREQ	non-CpG-ti	116	116	19.113	3.938641	114	17.053000070620335	154.05649805185726	5	1	18
mean_skew	(-Inf,-1.5)	Other cCREs	LOW_FREQ	non-CpG-tv	109	109	8.047	0.977989	106	-32.173000643029795	139.83832634455646	4	3	23
mean_skew	(-Inf,-1.5)	Other cCREs	RARE	CpG	864	864	2023.907	5024.282185	861	-830.8800014089794	2280.149621411067	2	21	129
mean_skew	(-Inf,-1.5)	Other cCREs	RARE	non-CpG-ti	252	252	40.788	8.08381	250	28.11000041197985	268.49093449984326	7	14	37
mean_skew	(-Inf,-1.5)	Other cCREs	RARE	non-CpG-tv	233	233	16.078	1.563548	227	-58.596999489236644	325.75527755342364	4	7	39
mean_skew	(-Inf,-1.5)	Other cCREs	SINGLETON	CpG	852	852	1690.826	3668.787618	847	-612.9950001593679	2160.4804064168593	6	37	121
mean_skew	(-Inf,-1.5)	Other cCREs	SINGLETON	non-CpG-ti	2233	2233	358.24	68.782476	2219	272.02699886099435	1947.4511093758974	48	102	371
mean_skew	(-Inf,-1.5)	Other cCREs	SINGLETON	non-CpG-tv	2469	2469	165.46	18.080078	2448	-539.0640012110816	4292.037678523544	38	89	390
mean_skew	(-Inf,-1.5)	Other cCREs	SINGLETON	unknown	1	0	0	0	1	-1.65499997138977	2.73902490530014	0	0	0
mean_skew	(-Inf,-1.5)	Other cCREs	ULTRARARE	CpG	2937	2937	6517.0960000000005	15467.437764	2933	-2952.1419961397773	9240.98618040765	12	112	409
mean_skew	(-Inf,-1.5)	Other cCREs	ULTRARARE	non-CpG-ti	1601	1601	271.467	57.047359	1584	154.2010019943117	1732.1575207115013	32	77	252
mean_skew	(-Inf,-1.5)	Other cCREs	ULTRARARE	non-CpG-tv	1487	1487	108.91	13.161847999999999	1474	-425.11899852380157	2766.1868412816993	21	67	223
mean_skew	(-Inf,-1.5)	PLS	COMMON	CpG	10	10	13.786	21.78174	10	-5.815000094939027	10.03273124641427	0	4	4
mean_skew	(-Inf,-1.5)	PLS	COMMON	non-CpG-ti	5	5	0.983	0.201953	5	3.5140000879764544	49.43454526329427	1	2	4
mean_skew	(-Inf,-1.5)	PLS	COMMON	non-CpG-tv	14	14	1.173	0.18138300000000002	14	11.845999702811245	74.41978671502243	3	7	7
mean_skew	(-Inf,-1.5)	PLS	LOW_FREQ	CpG	35	35	57.258	127.043796	35	37.96700007468462	340.8793554640906	6	13	17
mean_skew	(-Inf,-1.5)	PLS	LOW_FREQ	non-CpG-ti	20	20	2.973	0.521655	20	58.70399975031613	333.7102982472303	10	9	16
mean_skew	(-Inf,-1.5)	PLS	LOW_FREQ	non-CpG-tv	24	24	2.06	0.261066	24	7.952000040560968	263.53716415367063	3	7	12
mean_skew	(-Inf,-1.5)	PLS	RARE	CpG	98	98	132.288	259.127672	98	139.69200009293863	1205.7704960664767	31	34	48
mean_skew	(-Inf,-1.5)	PLS	RARE	non-CpG-ti	52	52	8.494	1.631312	52	150.41200042772104	960.6274486064775	25	20	35
mean_skew	(-Inf,-1.5)	PLS	RARE	non-CpG-tv	69	69	5.226	0.700828	69	143.21999967098242	1063.8239138557394	26	19	45
mean_skew	(-Inf,-1.5)	PLS	SINGLETON	CpG	560	560	384.58299999999997	488.388739	560	1894.3099993662915	14308.56105242115	306	212	395
mean_skew	(-Inf,-1.5)	PLS	SINGLETON	non-CpG-ti	699	699	104.241	18.549924999999998	698	2638.744002918247	17316.35948058125	404	280	500
mean_skew	(-Inf,-1.5)	PLS	SINGLETON	non-CpG-tv	984	984	70.618	7.55098	982	3504.87499644945	24627.03826892863	551	380	693
mean_skew	(-Inf,-1.5)	PLS	ULTRARARE	CpG	528	528	580.624	1046.925646	528	1203.1970027387138	9710.380330172298	215	191	333
mean_skew	(-Inf,-1.5)	PLS	ULTRARARE	non-CpG-ti	411	411	66.468	12.63196	411	1501.0370018249375	9984.207594846204	236	157	279
mean_skew	(-Inf,-1.5)	PLS	ULTRARARE	non-CpG-tv	573	573	42.092	4.79741	573	1965.649000457952	12765.036801900163	326	217	422
mean_skew	(-Inf,-1.5)	dELS	COMMON	CpG	485	485	1004.852	2323.771108	484	-464.04000015952647	1518.2854250869216	7	49	159
mean_skew	(-Inf,-1.5)	dELS	COMMON	non-CpG-ti	222	222	33.177	6.655223	222	39.70399958454077	560.7201181520421	14	26	96
mean_skew	(-Inf,-1.5)	dELS	COMMON	non-CpG-tv	212	212	13.097	1.314413	211	-52.84500013804068	473.6129968949831	8	24	76
mean_skew	(-Inf,-1.5)	dELS	LOW_FREQ	CpG	752	752	1659.997	3967.298155	751	-674.848998513888	2368.0579055346484	15	71	275
mean_skew	(-Inf,-1.5)	dELS	LOW_FREQ	non-CpG-ti	258	258	38.181	7.157469	258	81.65299898269589	720.8003570159084	17	29	130
mean_skew	(-Inf,-1.5)	dELS	LOW_FREQ	non-CpG-tv	251	251	15.507	1.477565	251	7.724998280405973	641.2741563003354	15	24	100
mean_skew	(-Inf,-1.5)	dELS	RARE	CpG	2104	2104	4686.611	11235.402175	2101	-1896.9700013498082	7856.0232514082245	51	201	740
mean_skew	(-Inf,-1.5)	dELS	RARE	non-CpG-ti	687	687	103.866	19.364442	683	467.8680014694112	2971.4267007477088	76	71	334
mean_skew	(-Inf,-1.5)	dELS	RARE	non-CpG-tv	619	619	38.1	3.865364	615	52.1689999448136	1814.427882281121	41	47	287
mean_skew	(-Inf,-1.5)	dELS	SINGLETON	CpG	2317	2317	4470.405	9791.553233	2314	-1473.6970005127366	8368.397140535306	84	260	919
mean_skew	(-Inf,-1.5)	dELS	SINGLETON	non-CpG-ti	6863	6863	998.44	176.425954	6848	4269.165003256989	25657.857193999906	755	671	3383
mean_skew	(-Inf,-1.5)	dELS	SINGLETON	non-CpG-tv	7005	7005	425.168	42.940012	6986	1280.918999271701	23829.607032860647	569	708	3284
mean_skew	(-Inf,-1.5)	dELS	SINGLETON	unknown	1	0	0	0	1	-0.244000002741814	0.0595360013380051	0	0	1
mean_skew	(-Inf,-1.5)	dELS	ULTRARARE	CpG	8374	8374	17976.515	41860.847315	8371	-6737.400999080157	30319.51973744329	209	870	3174
mean_skew	(-Inf,-1.5)	dELS	ULTRARARE	non-CpG-ti	4527	4527	676.889	125.832153	4513	2720.828993112314	16239.311683805005	483	452	2216
mean_skew	(-Inf,-1.5)	dELS	ULTRARARE	non-CpG-tv	3973	3973	261.269	29.186701	3963	355.9700045578646	13425.060254859924	273	398	1800
mean_skew	(-Inf,-1.5)	dELS	ULTRARARE	unknown	1	0	0	0	1	0.637000024318695	0.405769030982018	0	0	0
mean_skew	(-Inf,-1.5)	non-cCRE	COMMON	CpG	1410	1410	3013.638	7163.906214	1407	-1430.0489991361972	4016.707137508529	1	62	18
mean_skew	(-Inf,-1.5)	non-cCRE	COMMON	non-CpG-ti	424	424	71.96	14.393822	412	7.975000161794024	193.8007787104576	2	24	10
mean_skew	(-Inf,-1.5)	non-cCRE	COMMON	non-CpG-tv	356	356	23.849	2.590763	350	-187.93399951606992	603.2544928452967	0	21	7
mean_skew	(-Inf,-1.5)	non-cCRE	COMMON	unknown	1	0	0	0	1	-2.88400006294251	8.31745636305237	0	0	0
mean_skew	(-Inf,-1.5)	non-cCRE	LOW_FREQ	CpG	1892	1892	4473.172	11145.464476	1890	-1934.7459980286653	5574.027541246892	3	66	32
mean_skew	(-Inf,-1.5)	non-cCRE	LOW_FREQ	non-CpG-ti	493	493	82.02799999999999	16.506658	489	41.38699996378275	432.9684820134432	7	22	11
mean_skew	(-Inf,-1.5)	non-cCRE	LOW_FREQ	non-CpG-tv	453	453	31.157	3.450113	448	-144.13800102286046	627.3337516589505	2	18	3
mean_skew	(-Inf,-1.5)	non-cCRE	LOW_FREQ	unknown	1	0	0	0	1	-4.7039999961853	22.1276159641113	0	0	0
mean_skew	(-Inf,-1.5)	non-cCRE	RARE	CpG	5715	5715	13495.257	33456.121459	5698	-5803.07099093171	16978.50409155614	11	227	86
mean_skew	(-Inf,-1.5)	non-cCRE	RARE	non-CpG-ti	1251	1251	215.958	44.966272000000004	1232	30.151000367710374	695.0685081592196	8	70	27
mean_skew	(-Inf,-1.5)	non-cCRE	RARE	non-CpG-tv	1111	1111	74.38	7.790138	1099	-341.6340010986896	1576.6805110106277	11	47	29
mean_skew	(-Inf,-1.5)	non-cCRE	RARE	unknown	4	0	0	0	4	-0.91600004583597	1.3399301244837118	0	0	0
mean_skew	(-Inf,-1.5)	non-cCRE	SINGLETON	CpG	4501	4501	9307.198	20872.02616	4496	-3576.55199826404	10845.758671783826	26	226	140
mean_skew	(-Inf,-1.5)	non-cCRE	SINGLETON	non-CpG-ti	10883	10883	1757.528	332.941388	10722	1067.172005455941	7138.531732982273	119	462	280
mean_skew	(-Inf,-1.5)	non-cCRE	SINGLETON	non-CpG-tv	10904	10904	695.607	72.030433	10774	-2897.372991820798	15927.025878800423	105	527	322
mean_skew	(-Inf,-1.5)	non-cCRE	SINGLETON	unknown	11	0	0	0	11	-2.5429999381303783	4.526294879423394	0	0	0
mean_skew	(-Inf,-1.5)	non-cCRE	ULTRARARE	CpG	19350	19350	43758.023	104846.802881	19314	-17884.514977287858	51695.51314537123	51	842	313
mean_skew	(-Inf,-1.5)	non-cCRE	ULTRARARE	non-CpG-ti	7651	7651	1311.55	269.552506	7505	537.219007539563	4612.927957001952	71	349	161
mean_skew	(-Inf,-1.5)	non-cCRE	ULTRARARE	non-CpG-tv	6678	6678	455.07	51.724422	6582	-2209.5789984320295	10552.027047809213	56	284	170
mean_skew	(-Inf,-1.5)	non-cCRE	ULTRARARE	unknown	16	0	0	0	16	-14.739000335335728	73.51048063066415	0	2	0
mean_skew	(-Inf,-1.5)	pELS	COMMON	CpG	55	55	97.173	209.796977	55	-59.66900038719179	173.82508487334886	0	15	20
mean_skew	(-Inf,-1.5)	pELS	COMMON	non-CpG-ti	20	20	2.651	0.613899	20	13.029000043869026	91.15080491987996	2	4	8
mean_skew	(-Inf,-1.5)	pELS	COMMON	non-CpG-tv	24	24	1.433	0.110647	24	6.897999916225672	29.375975063334938	1	5	11
mean_skew	(-Inf,-1.5)	pELS	LOW_FREQ	CpG	65	65	133.299	305.23114499999997	65	-31.162999954074618	175.91456157868805	4	16	22
mean_skew	(-Inf,-1.5)	pELS	LOW_FREQ	non-CpG-ti	37	37	6.022	1.143632	37	44.04299996420736	265.3919251822504	7	7	22
mean_skew	(-Inf,-1.5)	pELS	LOW_FREQ	non-CpG-tv	42	42	3.0140000000000002	0.373144	42	61.22199966758491	358.46723043450885	12	5	26
mean_skew	(-Inf,-1.5)	pELS	RARE	CpG	235	235	449.62	1007.007598	235	-100.72300012549374	847.31561873219	12	61	102
mean_skew	(-Inf,-1.5)	pELS	RARE	non-CpG-ti	96	96	14.509	2.788179	96	99.06700013391672	638.8431785665284	18	23	50
mean_skew	(-Inf,-1.5)	pELS	RARE	non-CpG-tv	127	127	7.884	0.696806	127	121.01899958355361	838.7079060485028	21	36	69
mean_skew	(-Inf,-1.5)	pELS	SINGLETON	CpG	512	512	656.697	1237.465205	512	324.33799862675386	4638.305101567513	88	154	263
mean_skew	(-Inf,-1.5)	pELS	SINGLETON	non-CpG-ti	1046	1046	156.23	27.534404000000002	1046	1630.0709965457204	10647.695282684615	272	270	636
mean_skew	(-Inf,-1.5)	pELS	SINGLETON	non-CpG-tv	1173	1173	73.351	6.8712670000000005	1171	1392.3150038276801	10939.340332184729	270	356	660
mean_skew	(-Inf,-1.5)	pELS	ULTRARARE	CpG	1109	1109	1972.475	4323.075207	1109	-166.74100295361126	5942.487969883087	101	246	514
mean_skew	(-Inf,-1.5)	pELS	ULTRARARE	non-CpG-ti	713	713	116.001	22.604375	713	1049.8560008555653	6465.7347517646185	172	190	411
mean_skew	(-Inf,-1.5)	pELS	ULTRARARE	non-CpG-tv	687	687	42.539	4.090437	686	772.3120015333408	5802.941151094008	145	206	388
mean_skew	[-0.05,0.05)	Other cCREs	COMMON	CpG	55289	55289	109118.067	240474.309333	54791	-46158.57098824262	151714.75343646083	456	2720	2021
mean_skew	[-0.05,0.05)	Other cCREs	COMMON	non-CpG-ti	233150	233150	34704.659999999996	7264.563016	232227	-49529.82997128144	380413.4894166801	5140	8745	7983
mean_skew	[-0.05,0.05)	Other cCREs	COMMON	non-CpG-tv	139312	139312	9848.805	3478.5774890000002	138591	-26379.26599992507	222993.95688152107	3255	5250	5101
mean_skew	[-0.05,0.05)	Other cCREs	COMMON	unknown	470	0	0	0	361	-181.4340007714927	487.8192864284082	0	19	8
mean_skew	[-0.05,0.05)	Other cCREs	LOW_FREQ	CpG	70651	70651	154862.234	359996.705676	69877	-56724.6689767919	191772.42073012772	695	2994	2695
mean_skew	[-0.05,0.05)	Other cCREs	LOW_FREQ	non-CpG-ti	254993	254993	39627.016	8648.24386	253863	-8615.83598978457	376888.02024475986	7030	7095	8937
mean_skew	[-0.05,0.05)	Other cCREs	LOW_FREQ	non-CpG-tv	154033	154033	10927.506	3305.568734	152929	-7188.738001577325	240776.69659354817	4403	4578	5700
mean_skew	[-0.05,0.05)	Other cCREs	LOW_FREQ	unknown	682	0	0	0	447	-181.34899847675126	523.5920119226447	0	32	16
mean_skew	[-0.05,0.05)	Other cCREs	RARE	CpG	205757	205757	452142.234	1051803.450832	203614	-165042.50495179984	566744.1271211402	2069	8665	8105
mean_skew	[-0.05,0.05)	Other cCREs	RARE	non-CpG-ti	614789	614789	96461.698	21455.788754	612150	-8306.777975804991	930191.8126190375	18100	17920	21595
mean_skew	[-0.05,0.05)	Other cCREs	RARE	non-CpG-tv	374867	374867	26269.234	7070.507426	372226	-5460.840988039392	580808.7914399423	11364	11323	13809
mean_skew	[-0.05,0.05)	Other cCREs	RARE	unknown	1819	0	0	0	1133	-409.9760011143517	1197.62553344479	0	76	44
mean_skew	[-0.05,0.05)	Other cCREs	SINGLETON	CpG	182999	182999	352314.905	729949.675587	182035	-129308.81897253635	478813.25888514676	2362	8341	7719
mean_skew	[-0.05,0.05)	Other cCREs	SINGLETON	non-CpG-ti	5897577	5897577	843483.645	158876.653025	5881031	387127.0442283759	8490297.90355798	192908	162517	208061
mean_skew	[-0.05,0.05)	Other cCREs	SINGLETON	non-CpG-tv	4113614	4113614	232652.316	24307.995506	4096243	230944.04637484826	6207118.721435639	138148	115990	147463
mean_skew	[-0.05,0.05)	Other cCREs	SINGLETON	unknown	5463	0	0	0	3718	-689.9190013068728	2390.3078556647934	4	250	100
mean_skew	[-0.05,0.05)	Other cCREs	ULTRARARE	CpG	741794	741794	1557430.3800000001	3467831.089226	737112	-569125.1087295517	2009697.9020471736	8516	31139	30086
mean_skew	[-0.05,0.05)	Other cCREs	ULTRARARE	non-CpG-ti	3852754	3852754	598633.617	129161.05248700001	3839067	46737.29325462495	5742284.937357561	117724	107426	135847
mean_skew	[-0.05,0.05)	Other cCREs	ULTRARARE	non-CpG-tv	2348201	2348201	149518.751	22275.462725	2335098	54810.676177840905	3593731.642631593	75904	68178	85656
mean_skew	[-0.05,0.05)	Other cCREs	ULTRARARE	unknown	5542	0	0	0	3322	-821.1560009550305	2564.1645371834106	2	250	86
mean_skew	[-0.05,0.05)	PLS	COMMON	CpG	2027	2027	2289.331	3967.959953	2025	-1474.5419999465817	8570.81231749108	64	701	677
mean_skew	[-0.05,0.05)	PLS	COMMON	non-CpG-ti	7074	7074	969.312	175.855672	7066	-736.9040030151363	29873.007064748766	512	2402	1835
mean_skew	[-0.05,0.05)	PLS	COMMON	non-CpG-tv	5272	5272	436.56	139.067638	5258	-1134.9610032945643	21156.496086947536	339	1919	1716
mean_skew	[-0.05,0.05)	PLS	COMMON	unknown	25	0	0	0	25	-22.356999909505276	110.9774148703917	1	10	9
