skew_type	skew_bin	ccre_class	af_class	n
mean_skew	(-Inf,-1.5)	dELS	LOW_FREQ	83
mean_skew	(-Inf,-1.5)	dELS	RARE	180
mean_skew	(-Inf,-1.5)	dELS	SINGLETON	1603
mean_skew	(-Inf,-1.5)	dELS	ULTRARARE	933
mean_skew	(-Inf,-1.5)	non-cCRE	COMMON	90
mean_skew	(-Inf,-1.5)	non-cCRE	LOW_FREQ	84
mean_skew	(-Inf,-1.5)	non-cCRE	RARE	175
mean_skew	(-Inf,-1.5)	non-cCRE	SINGLETON	1913
mean_skew	(-Inf,-1.5)	non-cCRE	ULTRARARE	1100
mean_skew	(-Inf,-1.5)	pELS	COMMON	6
mean_skew	(-Inf,-1.5)	pELS	LOW_FREQ	13
mean_skew	(-Inf,-1.5)	pELS	RARE	36
mean_skew	(-Inf,-1.5)	pELS	SINGLETON	290
mean_skew	(-Inf,-1.5)	pELS	ULTRARARE	168
mean_skew	[-0.05,0.05)	Other cCREs	COMMON	126481
mean_skew	[-0.05,0.05)	Other cCREs	LOW_FREQ	104511
mean_skew	[-0.05,0.05)	Other cCREs	RARE	187923
mean_skew	[-0.05,0.05)	Other cCREs	SINGLETON	897108
mean_skew	[-0.05,0.05)	Other cCREs	ULTRARARE	669540
mean_skew	[-0.05,0.05)	PLS	COMMON	4065
mean_skew	[-0.05,0.05)	PLS	LOW_FREQ	3641
mean_skew	[-0.05,0.05)	PLS	RARE	7282
mean_skew	[-0.05,0.05)	PLS	SINGLETON	38175
mean_skew	[-0.05,0.05)	PLS	ULTRARARE	27873
mean_skew	[-0.05,0.05)	dELS	COMMON	234189
mean_skew	[-0.05,0.05)	dELS	LOW_FREQ	199852
mean_skew	[-0.05,0.05)	dELS	RARE	363659
mean_skew	[-0.05,0.05)	dELS	SINGLETON	2021042
mean_skew	[-0.05,0.05)	dELS	ULTRARARE	1423908
mean_skew	[-0.05,0.05)	non-cCRE	COMMON	2048413
mean_skew	[-0.05,0.05)	non-cCRE	LOW_FREQ	1776144
mean_skew	[-0.05,0.05)	non-cCRE	RARE	3203416
mean_skew	[-0.05,0.05)	non-cCRE	SINGLETON	14734004
mean_skew	[-0.05,0.05)	non-cCRE	ULTRARARE	11235049
mean_skew	[-0.05,0.05)	pELS	COMMON	36858
mean_skew	[-0.05,0.05)	pELS	LOW_FREQ	31614
mean_skew	[-0.05,0.05)	pELS	RARE	58201
mean_skew	[-0.05,0.05)	pELS	SINGLETON	309577
mean_skew	[-0.05,0.05)	pELS	ULTRARARE	224454
mean_skew	[-0.2,-0.05)	Other cCREs	COMMON	20450
mean_skew	[-0.2,-0.05)	Other cCREs	LOW_FREQ	21500
mean_skew	[-0.2,-0.05)	Other cCREs	RARE	41981
mean_skew	[-0.2,-0.05)	Other cCREs	SINGLETON	213630
mean_skew	[-0.2,-0.05)	Other cCREs	ULTRARARE	153464
mean_skew	[-0.2,-0.05)	PLS	COMMON	1310
mean_skew	[-0.2,-0.05)	PLS	LOW_FREQ	1619
mean_skew	[-0.2,-0.05)	PLS	RARE	3501
mean_skew	[-0.2,-0.05)	PLS	SINGLETON	19287
mean_skew	[-0.2,-0.05)	PLS	ULTRARARE	14101
mean_skew	[-0.2,-0.05)	dELS	COMMON	44366
mean_skew	[-0.2,-0.05)	dELS	LOW_FREQ	47891
mean_skew	[-0.2,-0.05)	dELS	RARE	97147
mean_skew	[-0.2,-0.05)	dELS	SINGLETON	560167
mean_skew	[-0.2,-0.05)	dELS	ULTRARARE	388037
mean_skew	[-0.2,-0.05)	non-cCRE	COMMON	268424
mean_skew	[-0.2,-0.05)	non-cCRE	LOW_FREQ	290007
mean_skew	[-0.2,-0.05)	non-cCRE	RARE	576041
mean_skew	[-0.2,-0.05)	non-cCRE	SINGLETON	2614919
mean_skew	[-0.2,-0.05)	non-cCRE	ULTRARARE	1991147
mean_skew	[-0.2,-0.05)	pELS	COMMON	7502
mean_skew	[-0.2,-0.05)	pELS	LOW_FREQ	8094
mean_skew	[-0.2,-0.05)	pELS	RARE	16740
mean_skew	[-0.2,-0.05)	pELS	SINGLETON	92823
mean_skew	[-0.2,-0.05)	pELS	ULTRARARE	65740
mean_skew	[-0.5,-0.2)	Other cCREs	COMMON	1879
mean_skew	[-0.5,-0.2)	Other cCREs	LOW_FREQ	2295
mean_skew	[-0.5,-0.2)	Other cCREs	RARE	5097
mean_skew	[-0.5,-0.2)	Other cCREs	SINGLETON	33604
mean_skew	[-0.5,-0.2)	Other cCREs	ULTRARARE	21999
mean_skew	[-0.5,-0.2)	PLS	COMMON	266
mean_skew	[-0.5,-0.2)	PLS	LOW_FREQ	437
mean_skew	[-0.5,-0.2)	PLS	RARE	1027
mean_skew	[-0.5,-0.2)	PLS	SINGLETON	6894
mean_skew	[-0.5,-0.2)	PLS	ULTRARARE	4752
mean_skew	[-0.5,-0.2)	dELS	COMMON	5026
mean_skew	[-0.5,-0.2)	dELS	LOW_FREQ	6007
mean_skew	[-0.5,-0.2)	dELS	RARE	14083
mean_skew	[-0.5,-0.2)	dELS	SINGLETON	101069
mean_skew	[-0.5,-0.2)	dELS	ULTRARARE	63881
mean_skew	[-0.5,-0.2)	non-cCRE	COMMON	15850
mean_skew	[-0.5,-0.2)	non-cCRE	LOW_FREQ	20195
mean_skew	[-0.5,-0.2)	non-cCRE	RARE	45430
mean_skew	[-0.5,-0.2)	non-cCRE	SINGLETON	265447
mean_skew	[-0.5,-0.2)	non-cCRE	ULTRARARE	181735
mean_skew	[-0.5,-0.2)	pELS	COMMON	906
mean_skew	[-0.5,-0.2)	pELS	LOW_FREQ	1265
mean_skew	[-0.5,-0.2)	pELS	RARE	2688
mean_skew	[-0.5,-0.2)	pELS	SINGLETON	19015
mean_skew	[-0.5,-0.2)	pELS	ULTRARARE	12389
mean_skew	[-1.0,-0.5)	Other cCREs	COMMON	298
mean_skew	[-1.0,-0.5)	Other cCREs	LOW_FREQ	349
mean_skew	[-1.0,-0.5)	Other cCREs	RARE	860
mean_skew	[-1.0,-0.5)	Other cCREs	SINGLETON	6685
mean_skew	[-1.0,-0.5)	Other cCREs	ULTRARARE	4216
mean_skew	[-1.0,-0.5)	PLS	COMMON	52
mean_skew	[-1.0,-0.5)	PLS	LOW_FREQ	88
mean_skew	[-1.0,-0.5)	PLS	RARE	274
mean_skew	[-1.0,-0.5)	PLS	SINGLETON	2192
mean_skew	[-1.0,-0.5)	PLS	ULTRARARE	1389
mean_skew	[-1.0,-0.5)	dELS	COMMON	762
mean_skew	[-1.0,-0.5)	dELS	LOW_FREQ	1011
mean_skew	[-1.0,-0.5)	dELS	RARE	2394
mean_skew	[-1.0,-0.5)	dELS	SINGLETON	21698
mean_skew	[-1.0,-0.5)	dELS	ULTRARARE	13250
mean_skew	[-1.0,-0.5)	non-cCRE	COMMON	1300
mean_skew	[-1.0,-0.5)	non-cCRE	LOW_FREQ	1618
mean_skew	[-1.0,-0.5)	non-cCRE	RARE	3688
mean_skew	[-1.0,-0.5)	non-cCRE	SINGLETON	29924
mean_skew	[-1.0,-0.5)	non-cCRE	ULTRARARE	18381
mean_skew	[-1.0,-0.5)	pELS	COMMON	146
mean_skew	[-1.0,-0.5)	pELS	LOW_FREQ	198
mean_skew	[-1.0,-0.5)	pELS	RARE	475
mean_skew	[-1.0,-0.5)	pELS	SINGLETON	4228
mean_skew	[-1.0,-0.5)	pELS	ULTRARARE	2570
mean_skew	[-1.5,-1.0)	Other cCREs	COMMON	65
mean_skew	[-1.5,-1.0)	Other cCREs	LOW_FREQ	75
mean_skew	[-1.5,-1.0)	Other cCREs	RARE	172
mean_skew	[-1.5,-1.0)	Other cCREs	SINGLETON	1418
mean_skew	[-1.5,-1.0)	Other cCREs	ULTRARARE	879
mean_skew	[-1.5,-1.0)	PLS	COMMON	6
mean_skew	[-1.5,-1.0)	PLS	LOW_FREQ	14
mean_skew	[-1.5,-1.0)	PLS	RARE	52
mean_skew	[-1.5,-1.0)	PLS	SINGLETON	544
mean_skew	[-1.5,-1.0)	PLS	ULTRARARE	309
mean_skew	[-1.5,-1.0)	dELS	COMMON	139
mean_skew	[-1.5,-1.0)	dELS	LOW_FREQ	179
mean_skew	[-1.5,-1.0)	dELS	RARE	460
mean_skew	[-1.5,-1.0)	dELS	SINGLETON	4643
mean_skew	[-1.5,-1.0)	dELS	ULTRARARE	2833
mean_skew	[-1.5,-1.0)	non-cCRE	COMMON	215
mean_skew	[-1.5,-1.0)	non-cCRE	LOW_FREQ	259
mean_skew	[-1.5,-1.0)	non-cCRE	RARE	602
mean_skew	[-1.5,-1.0)	non-cCRE	SINGLETON	5210
mean_skew	[-1.5,-1.0)	non-cCRE	ULTRARARE	3141
mean_skew	[-1.5,-1.0)	pELS	COMMON	30
mean_skew	[-1.5,-1.0)	pELS	LOW_FREQ	38
mean_skew	[-1.5,-1.0)	pELS	RARE	95
mean_skew	[-1.5,-1.0)	pELS	SINGLETON	876
mean_skew	[-1.5,-1.0)	pELS	ULTRARARE	553
mean_skew	[0.05,0.2)	Other cCREs	COMMON	21319
mean_skew	[0.05,0.2)	Other cCREs	LOW_FREQ	22822
mean_skew	[0.05,0.2)	Other cCREs	RARE	43377
mean_skew	[0.05,0.2)	Other cCREs	SINGLETON	202705
mean_skew	[0.05,0.2)	Other cCREs	ULTRARARE	150494
mean_skew	[0.05,0.2)	PLS	COMMON	1344
mean_skew	[0.05,0.2)	PLS	LOW_FREQ	1562
mean_skew	[0.05,0.2)	PLS	RARE	3422
mean_skew	[0.05,0.2)	PLS	SINGLETON	17975
mean_skew	[0.05,0.2)	PLS	ULTRARARE	13546
mean_skew	[0.05,0.2)	dELS	COMMON	46496
mean_skew	[0.05,0.2)	dELS	LOW_FREQ	50403
mean_skew	[0.05,0.2)	dELS	RARE	98111
mean_skew	[0.05,0.2)	dELS	SINGLETON	522894
mean_skew	[0.05,0.2)	dELS	ULTRARARE	369935
mean_skew	[0.05,0.2)	non-cCRE	COMMON	281445
mean_skew	[0.05,0.2)	non-cCRE	LOW_FREQ	298595
mean_skew	[0.05,0.2)	non-cCRE	RARE	560540
mean_skew	[0.05,0.2)	non-cCRE	SINGLETON	2405818
mean_skew	[0.05,0.2)	non-cCRE	ULTRARARE	1811522
mean_skew	[0.05,0.2)	pELS	COMMON	8127
mean_skew	[0.05,0.2)	pELS	LOW_FREQ	8843
mean_skew	[0.05,0.2)	pELS	RARE	17675
mean_skew	[0.05,0.2)	pELS	SINGLETON	92824
mean_skew	[0.05,0.2)	pELS	ULTRARARE	66642
mean_skew	[0.2,0.5)	Other cCREs	COMMON	1869
mean_skew	[0.2,0.5)	Other cCREs	LOW_FREQ	2307
mean_skew	[0.2,0.5)	Other cCREs	RARE	5204
mean_skew	[0.2,0.5)	Other cCREs	SINGLETON	31481
mean_skew	[0.2,0.5)	Other cCREs	ULTRARARE	20886
mean_skew	[0.2,0.5)	PLS	COMMON	303
mean_skew	[0.2,0.5)	PLS	LOW_FREQ	354
mean_skew	[0.2,0.5)	PLS	RARE	968
mean_skew	[0.2,0.5)	PLS	SINGLETON	5519
mean_skew	[0.2,0.5)	PLS	ULTRARARE	3917
mean_skew	[0.2,0.5)	dELS	COMMON	4877
mean_skew	[0.2,0.5)	dELS	LOW_FREQ	6375
mean_skew	[0.2,0.5)	dELS	RARE	14092
mean_skew	[0.2,0.5)	dELS	SINGLETON	93543
mean_skew	[0.2,0.5)	dELS	ULTRARARE	60784
mean_skew	[0.2,0.5)	non-cCRE	COMMON	15584
mean_skew	[0.2,0.5)	non-cCRE	LOW_FREQ	19358
mean_skew	[0.2,0.5)	non-cCRE	RARE	43275
mean_skew	[0.2,0.5)	non-cCRE	SINGLETON	270906
mean_skew	[0.2,0.5)	non-cCRE	ULTRARARE	175528
mean_skew	[0.2,0.5)	pELS	COMMON	994
mean_skew	[0.2,0.5)	pELS	LOW_FREQ	1297
mean_skew	[0.2,0.5)	pELS	RARE	2962
mean_skew	[0.2,0.5)	pELS	SINGLETON	19253
mean_skew	[0.2,0.5)	pELS	ULTRARARE	12785
mean_skew	[0.5,1.0)	Other cCREs	COMMON	267
mean_skew	[0.5,1.0)	Other cCREs	LOW_FREQ	345
mean_skew	[0.5,1.0)	Other cCREs	RARE	881
mean_skew	[0.5,1.0)	Other cCREs	SINGLETON	5217
mean_skew	[0.5,1.0)	Other cCREs	ULTRARARE	3647
mean_skew	[0.5,1.0)	PLS	COMMON	40
mean_skew	[0.5,1.0)	PLS	LOW_FREQ	63
mean_skew	[0.5,1.0)	PLS	RARE	185
mean_skew	[0.5,1.0)	PLS	SINGLETON	1203
mean_skew	[0.5,1.0)	PLS	ULTRARARE	816
mean_skew	[0.5,1.0)	dELS	COMMON	746
mean_skew	[0.5,1.0)	dELS	LOW_FREQ	1016
mean_skew	[0.5,1.0)	dELS	RARE	2459
mean_skew	[0.5,1.0)	dELS	SINGLETON	16939
mean_skew	[0.5,1.0)	dELS	ULTRARARE	10925
mean_skew	[0.5,1.0)	non-cCRE	COMMON	1565
mean_skew	[0.5,1.0)	non-cCRE	LOW_FREQ	2043
mean_skew	[0.5,1.0)	non-cCRE	RARE	5022
mean_skew	[0.5,1.0)	non-cCRE	SINGLETON	35480
mean_skew	[0.5,1.0)	non-cCRE	ULTRARARE	22230
mean_skew	[0.5,1.0)	pELS	COMMON	124
mean_skew	[0.5,1.0)	pELS	LOW_FREQ	195
mean_skew	[0.5,1.0)	pELS	RARE	546
mean_skew	[0.5,1.0)	pELS	SINGLETON	3862
mean_skew	[0.5,1.0)	pELS	ULTRARARE	2481
mean_skew	[1.0,1.5)	Other cCREs	COMMON	43
mean_skew	[1.0,1.5)	Other cCREs	LOW_FREQ	83
mean_skew	[1.0,1.5)	Other cCREs	RARE	163
mean_skew	[1.0,1.5)	Other cCREs	SINGLETON	858
mean_skew	[1.0,1.5)	Other cCREs	ULTRARARE	593
mean_skew	[1.0,1.5)	PLS	COMMON	5
mean_skew	[1.0,1.5)	PLS	LOW_FREQ	5
mean_skew	[1.0,1.5)	PLS	RARE	30
mean_skew	[1.0,1.5)	PLS	SINGLETON	201
mean_skew	[1.0,1.5)	PLS	ULTRARARE	118
mean_skew	[1.0,1.5)	dELS	COMMON	180
mean_skew	[1.0,1.5)	dELS	LOW_FREQ	222
mean_skew	[1.0,1.5)	dELS	RARE	523
mean_skew	[1.0,1.5)	dELS	SINGLETON	3009
mean_skew	[1.0,1.5)	dELS	ULTRARARE	2062
mean_skew	[1.0,1.5)	non-cCRE	COMMON	276
mean_skew	[1.0,1.5)	non-cCRE	LOW_FREQ	357
mean_skew	[1.0,1.5)	non-cCRE	RARE	875
mean_skew	[1.0,1.5)	non-cCRE	SINGLETON	5145
mean_skew	[1.0,1.5)	non-cCRE	ULTRARARE	3434
mean_skew	[1.0,1.5)	pELS	COMMON	26
mean_skew	[1.0,1.5)	pELS	LOW_FREQ	46
mean_skew	[1.0,1.5)	pELS	RARE	118
mean_skew	[1.0,1.5)	pELS	SINGLETON	718
mean_skew	[1.0,1.5)	pELS	ULTRARARE	457
mean_skew	[1.5,Inf)	Other cCREs	COMMON	10
mean_skew	[1.5,Inf)	Other cCREs	LOW_FREQ	13
mean_skew	[1.5,Inf)	Other cCREs	RARE	42
mean_skew	[1.5,Inf)	Other cCREs	SINGLETON	241
mean_skew	[1.5,Inf)	Other cCREs	ULTRARARE	158
mean_skew	[1.5,Inf)	PLS	COMMON	1
mean_skew	[1.5,Inf)	PLS	LOW_FREQ	2
mean_skew	[1.5,Inf)	PLS	RARE	6
mean_skew	[1.5,Inf)	PLS	SINGLETON	49
mean_skew	[1.5,Inf)	PLS	ULTRARARE	26
mean_skew	[1.5,Inf)	dELS	COMMON	25
mean_skew	[1.5,Inf)	dELS	LOW_FREQ	49
mean_skew	[1.5,Inf)	dELS	RARE	133
mean_skew	[1.5,Inf)	dELS	SINGLETON	903
mean_skew	[1.5,Inf)	dELS	ULTRARARE	620
mean_skew	[1.5,Inf)	non-cCRE	COMMON	74
mean_skew	[1.5,Inf)	non-cCRE	LOW_FREQ	108
mean_skew	[1.5,Inf)	non-cCRE	RARE	311
mean_skew	[1.5,Inf)	non-cCRE	SINGLETON	1432
mean_skew	[1.5,Inf)	non-cCRE	ULTRARARE	1062
mean_skew	[1.5,Inf)	pELS	COMMON	6
mean_skew	[1.5,Inf)	pELS	LOW_FREQ	11
mean_skew	[1.5,Inf)	pELS	RARE	25
mean_skew	[1.5,Inf)	pELS	SINGLETON	224
mean_skew	[1.5,Inf)	pELS	ULTRARARE	131
